venue,date,pair,lag,beta_pre,beta_post,delta,p_delta,n_pre,n_post
COINBASE,20250904,BINANCE->COINBASE,2,0.22421553334496463,0.07449200221230949,-0.14972353113265513,,358,358
COINBASE,20250904,BINANCE->BYBITSPOT,0,0.03699916399234646,0.05766205322033715,0.020662889227990693,,328,334
COINBASE,20250904,BINANCE->BYBITSPOT,1,-0.10110009422432403,0.08424197801544227,0.1853420722397663,,327,333
COINBASE,20250904,BINANCE->BYBITSPOT,2,0.000882050644720252,0.07810896558079101,0.07722691493607076,,326,332
COINBASE,20250904,BINANCE->BITGET,0,0.04118666040337945,0.0011560346395484123,-0.04003062576383103,,309,311
COINBASE,20250904,BINANCE->BITGET,1,-0.011331923081730224,0.010793250927731595,0.022125174009461818,,308,310
COINBASE,20250904,BINANCE->BITGET,2,0.01128777675040992,0.0853584324376613,0.07407065568725138,,307,309
COINBASE,20250904,COINBASE->BYBITSPOT,0,0.03515687415630071,0.10130305085116191,0.0661461766948612,,328,335
COINBASE,20250904,COINBASE->BYBITSPOT,1,-0.10987625906685149,0.06167618152880049,0.17155244059565197,,327,334
COINBASE,20250904,COINBASE->BYBITSPOT,2,-0.00788954142009439,0.0799255957860322,0.08781513720612659,,326,333
COINBASE,20250904,COINBASE->BITGET,0,0.014480105105901126,0.038537170506639386,0.024057065400738258,,309,312
COINBASE,20250904,COINBASE->BITGET,1,-0.033088750027486916,0.007779401863621105,0.04086815189110802,,308,311
COINBASE,20250904,COINBASE->BITGET,2,-0.015264198342660696,0.09836901517663586,0.11363321351929656,,307,310
COINBASE,20250904,BYBITSPOT->BITGET,0,0.07897000859134293,-0.01899182535728312,-0.09796183394862605,,263,273
COINBASE,20250904,BYBITSPOT->BITGET,1,-0.014669090157955948,0.023333379866655655,0.0380024700246116,,262,272
COINBASE,20250904,BYBITSPOT->BITGET,2,-0.02572975944067134,-0.008802105742569125,0.016927653698102216,,261,271
BYBITSPOT,20250904,BINANCE->COINBASE,0,0.6267065058089235,0.6519244929128516,0.025217987103928086,,360,360
BYBITSPOT,20250904,BINANCE->COINBASE,1,0.20751050474859292,0.3187226542414998,0.11121214949290689,,359,359
BYBITSPOT,20250904,BINANCE->COINBASE,2,0.22421553334496463,0.07449200221230949,-0.14972353113265513,,358,358
BYBITSPOT,20250904,BINANCE->BYBITSPOT,0,0.03699916399234646,0.05766205322033715,0.020662889227990693,,328,334
BYBITSPOT,20250904,BINANCE->BYBITSPOT,1,-0.10110009422432403,0.08424197801544227,0.1853420722397663,,327,333
BYBITSPOT,20250904,BINANCE->BYBITSPOT,2,0.000882050644720252,0.07810896558079101,0.07722691493607076,,326,332
BYBITSPOT,20250904,BINANCE->BITGET,0,0.04118666040337945,0.0011560346395484123,-0.04003062576383103,,309,311
BYBITSPOT,20250904,BINANCE->BITGET,1,-0.011331923081730224,0.010793250927731595,0.022125174009461818,,308,310
BYBITSPOT,20250904,BINANCE->BITGET,2,0.01128777675040992,0.0853584324376613,0.07407065568725138,,307,309
BYBITSPOT,20250904,COINBASE->BYBITSPOT,0,0.03515687415630071,0.10130305085116191,0.0661461766948612,,328,335
BYBITSPOT,20250904,COINBASE->BYBITSPOT,1,-0.10987625906685149,0.06167618152880049,0.17155244059565197,,327,334
BYBITSPOT,20250904,COINBASE->BYBITSPOT,2,-0.00788954142009439,0.0799255957860322,0.08781513720612659,,326,333
BYBITSPOT,20250904,COINBASE->BITGET,0,0.014480105105901126,0.038537170506639386,0.024057065400738258,,309,312
BYBITSPOT,20250904,COINBASE->BITGET,1,-0.033088750027486916,0.007779401863621105,0.04086815189110802,,308,311
BYBITSPOT,20250904,COINBASE->BITGET,2,-0.015264198342660696,0.09836901517663586,0.11363321351929656,,307,310
BYBITSPOT,20250904,BYBITSPOT->BITGET,0,0.07897000859134293,-0.01899182535728312,-0.09796183394862605,,263,273
BYBITSPOT,20250904,BYBITSPOT->BITGET,1,-0.014669090157955948,0.023333379866655655,0.0380024700246116,,262,272
BYBITSPOT,20250904,BYBITSPOT->BITGET,2,-0.02572975944067134,-0.008802105742569125,0.016927653698102216,,261,271
BITGET,20250904,BINANCE->COINBASE,0,0.6267065058089235,0.6519244929128516,0.025217987103928086,,360,360
BITGET,20250904,BINANCE->COINBASE,1,0.20751050474859292,0.3187226542414998,0.11121214949290689,,359,359
BITGET,20250904,BINANCE->COINBASE,2,0.22421553334496463,0.07449200221230949,-0.14972353113265513,,358,358
BITGET,20250904,BINANCE->BYBITSPOT,0,0.03699916399234646,0.05766205322033715,0.020662889227990693,,328,334
BITGET,20250904,BINANCE->BYBITSPOT,1,-0.10110009422432403,0.08424197801544227,0.1853420722397663,,327,333
BITGET,20250904,BINANCE->BYBITSPOT,2,0.000882050644720252,0.07810896558079101,0.07722691493607076,,326,332
BITGET,20250904,BINANCE->BITGET,0,0.04118666040337945,0.0011560346395484123,-0.04003062576383103,,309,311
BITGET,20250904,BINANCE->BITGET,1,-0.011331923081730224,0.010793250927731595,0.022125174009461818,,308,310
BITGET,20250904,BINANCE->BITGET,2,0.01128777675040992,0.0853584324376613,0.07407065568725138,,307,309
BITGET,20250904,COINBASE->BYBITSPOT,0,0.03515687415630071,0.10130305085116191,0.0661461766948612,,328,335
BITGET,20250904,COINBASE->BYBITSPOT,1,-0.10987625906685149,0.06167618152880049,0.17155244059565197,,327,334
BITGET,20250904,COINBASE->BYBITSPOT,2,-0.00788954142009439,0.0799255957860322,0.08781513720612659,,326,333
BITGET,20250904,COINBASE->BITGET,0,0.014480105105901126,0.038537170506639386,0.024057065400738258,,309,312
BITGET,20250904,COINBASE->BITGET,1,-0.033088750027486916,0.007779401863621105,0.04086815189110802,,308,311
BITGET,20250904,COINBASE->BITGET,2,-0.015264198342660696,0.09836901517663586,0.11363321351929656,,307,310
BITGET,20250904,BYBITSPOT->BITGET,0,0.07897000859134293,-0.01899182535728312,-0.09796183394862605,,263,273
BITGET,20250904,BYBITSPOT->BITGET,1,-0.014669090157955948,0.023333379866655655,0.0380024700246116,,262,272
BITGET,20250904,BYBITSPOT->BITGET,2,-0.02572975944067134,-0.008802105742569125,0.016927653698102216,,261,271
BINANCE,20250905,BINANCE->COINBASE,0,0.8160129179953862,0.760014985779853,-0.055997932215533175,,360,360
BINANCE,20250905,BINANCE->COINBASE,1,0.24394909501862896,0.22982254127105917,-0.014126553747569798,,359,359
BINANCE,20250905,BINANCE->COINBASE,2,0.039011704232537685,0.09398333272148139,0.054971628488943707,,358,358
BINANCE,20250905,BINANCE->BYBITSPOT,0,0.07501805231300082,0.05592517089974716,-0.01909288141325366,,345,342
BINANCE,20250905,BINANCE->BYBITSPOT,1,0.08731028684243738,0.025888915063427626,-0.06142137177900976,,344,341
BINANCE,20250905,BINANCE->BYBITSPOT,2,0.09375200236656174,0.0034146332173940414,-0.09033736914916769,,343,340
BINANCE,20250905,BINANCE->BITGET,0,-0.006058889815809185,-0.08203044479684822,-0.07597155498103904,,292,334
BINANCE,20250905,BINANCE->BITGET,1,-0.0008079855685511791,-0.022035259376339423,-0.021227273807788244,,291,333
BINANCE,20250905,BINANCE->BITGET,2,-0.018849804661214577,0.07757846275497296,0.09642826741618754,,290,332
BINANCE,20250905,COINBASE->BYBITSPOT,0,0.13513241010914584,0.1400890930844338,0.0049566829752879515,,345,342
BINANCE,20250905,COINBASE->BYBITSPOT,1,0.053720362765349264,0.004560841647170085,-0.04915952111817918,,344,341
BINANCE,20250905,COINBASE->BYBITSPOT,2,0.09040725412240244,-0.049565024408083344,-0.13997227853048577,,343,340
BINANCE,20250905,COINBASE->BITGET,0,-0.05328753144040109,-0.14925360394861328,-0.0959660725082122,,292,334
BINANCE,20250905,COINBASE->BITGET,1,-0.017277261979262926,-0.02457054764439524,-0.007293285665132314,,291,333
BINANCE,20250905,COINBASE->BITGET,2,-0.02313163149405532,0.15839541814533992,0.18152704963939523,,290,332
BINANCE,20250905,BYBITSPOT->BITGET,0,-0.06639605532933437,0.012229832904862263,0.07862588823419664,,275,301
BINANCE,20250905,BYBITSPOT->BITGET,1,0.14024851230307453,-0.07121179222766463,-0.21146030453073916,,274,300
BINANCE,20250905,BYBITSPOT->BITGET,2,0.04911795525509598,-0.004460192515502051,-0.05357814777059803,,273,299
COINBASE,20250905,BINANCE->COINBASE,0,0.8160129179953862,0.760014985779853,-0.055997932215533175,,360,360
COINBASE,20250905,BINANCE->COINBASE,1,0.24394909501862896,0.22982254127105917,-0.014126553747569798,,359,359
COINBASE,20250905,BINANCE->COINBASE,2,0.039011704232537685,0.09398333272148139,0.054971628488943707,,358,358
COINBASE,20250905,BINANCE->BYBITSPOT,0,0.07501805231300082,0.05592517089974716,-0.01909288141325366,,345,342
COINBASE,20250905,BINANCE->BYBITSPOT,1,0.08731028684243738,0.025888915063427626,-0.06142137177900976,,344,341
COINBASE,20250905,BINANCE->BYBITSPOT,2,0.09375200236656174,0.0034146332173940414,-0.09033736914916769,,343,340
COINBASE,20250905,BINANCE->BITGET,0,-0.006058889815809185,-0.08203044479684822,-0.07597155498103904,,292,334
COINBASE,20250905,BINANCE->BITGET,1,-0.0008079855685511791,-0.022035259376339423,-0.021227273807788244,,291,333
COINBASE,20250905,BINANCE->BITGET,2,-0.018849804661214577,0.07757846275497296,0.09642826741618754,,290,332
COINBASE,20250905,COINBASE->BYBITSPOT,0,0.13513241010914584,0.1400890930844338,0.0049566829752879515,,345,342
COINBASE,20250905,COINBASE->BYBITSPOT,1,0.053720362765349264,0.004560841647170085,-0.04915952111817918,,344,341
COINBASE,20250905,COINBASE->BYBITSPOT,2,0.09040725412240244,-0.049565024408083344,-0.13997227853048577,,343,340
COINBASE,20250905,COINBASE->BITGET,0,-0.05328753144040109,-0.14925360394861328,-0.0959660725082122,,292,334
COINBASE,20250905,COINBASE->BITGET,1,-0.017277261979262926,-0.02457054764439524,-0.007293285665132314,,291,333
COINBASE,20250905,COINBASE->BITGET,2,-0.02313163149405532,0.15839541814533992,0.18152704963939523,,290,332
COINBASE,20250905,BYBITSPOT->BITGET,0,-0.06639605532933437,0.012229832904862263,0.07862588823419664,,275,301
COINBASE,20250905,BYBITSPOT->BITGET,1,0.14024851230307453,-0.07121179222766463,-0.21146030453073916,,274,300
COINBASE,20250905,BYBITSPOT->BITGET,2,0.04911795525509598,-0.004460192515502051,-0.05357814777059803,,273,299
BYBITSPOT,20250905,BINANCE->COINBASE,0,0.8160129179953862,0.760014985779853,-0.055997932215533175,,360,360
BYBITSPOT,20250905,BINANCE->COINBASE,1,0.24394909501862896,0.22982254127105917,-0.014126553747569798,,359,359
BYBITSPOT,20250905,BINANCE->COINBASE,2,0.039011704232537685,0.09398333272148139,0.054971628488943707,,358,358
BYBITSPOT,20250905,BINANCE->BYBITSPOT,0,0.07501805231300082,0.05592517089974716,-0.01909288141325366,,345,342
BYBITSPOT,20250905,BINANCE->BYBITSPOT,1,0.08731028684243738,0.025888915063427626,-0.06142137177900976,,344,341
BYBITSPOT,20250905,BINANCE->BYBITSPOT,2,0.09375200236656174,0.0034146332173940414,-0.09033736914916769,,343,340
BYBITSPOT,20250905,BINANCE->BITGET,0,-0.006058889815809185,-0.08203044479684822,-0.07597155498103904,,292,334
BYBITSPOT,20250905,BINANCE->BITGET,1,-0.0008079855685511791,-0.022035259376339423,-0.021227273807788244,,291,333
BYBITSPOT,20250905,BINANCE->BITGET,2,-0.018849804661214577,0.07757846275497296,0.09642826741618754,,290,332
BYBITSPOT,20250905,COINBASE->BYBITSPOT,0,0.13513241010914584,0.1400890930844338,0.0049566829752879515,,345,342
BYBITSPOT,20250905,COINBASE->BYBITSPOT,1,0.053720362765349264,0.004560841647170085,-0.04915952111817918,,344,341
BYBITSPOT,20250905,COINBASE->BYBITSPOT,2,0.09040725412240244,-0.049565024408083344,-0.13997227853048577,,343,340
BYBITSPOT,20250905,COINBASE->BITGET,0,-0.05328753144040109,-0.14925360394861328,-0.0959660725082122,,292,334
BYBITSPOT,20250905,COINBASE->BITGET,1,-0.017277261979262926,-0.02457054764439524,-0.007293285665132314,,291,333
BYBITSPOT,20250905,COINBASE->BITGET,2,-0.02313163149405532,0.15839541814533992,0.18152704963939523,,290,332
BYBITSPOT,20250905,BYBITSPOT->BITGET,0,-0.06639605532933437,0.012229832904862263,0.07862588823419664,,275,301
BYBITSPOT,20250905,BYBITSPOT->BITGET,1,0.14024851230307453,-0.07121179222766463,-0.21146030453073916,,274,300
BYBITSPOT,20250905,BYBITSPOT->BITGET,2,0.04911795525509598,-0.004460192515502051,-0.05357814777059803,,273,299
BITGET,20250905,BINANCE->COINBASE,0,0.8160129179953862,0.760014985779853,-0.055997932215533175,,360,360
BITGET,20250905,BINANCE->COINBASE,1,0.24394909501862896,0.22982254127105917,-0.014126553747569798,,359,359
BITGET,20250905,BINANCE->COINBASE,2,0.039011704232537685,0.09398333272148139,0.054971628488943707,,358,358
BITGET,20250905,BINANCE->BYBITSPOT,0,0.07501805231300082,0.05592517089974716,-0.01909288141325366,,345,342
BITGET,20250905,BINANCE->BYBITSPOT,1,0.08731028684243738,0.025888915063427626,-0.06142137177900976,,344,341
BITGET,20250905,BINANCE->BYBITSPOT,2,0.09375200236656174,0.0034146332173940414,-0.09033736914916769,,343,340
BITGET,20250905,BINANCE->BITGET,0,-0.006058889815809185,-0.08203044479684822,-0.07597155498103904,,292,334
BITGET,20250905,BINANCE->BITGET,1,-0.0008079855685511791,-0.022035259376339423,-0.021227273807788244,,291,333
BITGET,20250905,BINANCE->BITGET,2,-0.018849804661214577,0.07757846275497296,0.09642826741618754,,290,332
BITGET,20250905,COINBASE->BYBITSPOT,0,0.13513241010914584,0.1400890930844338,0.0049566829752879515,,345,342
BITGET,20250905,COINBASE->BYBITSPOT,1,0.053720362765349264,0.004560841647170085,-0.04915952111817918,,344,341
BITGET,20250905,COINBASE->BYBITSPOT,2,0.09040725412240244,-0.049565024408083344,-0.13997227853048577,,343,340
BITGET,20250905,COINBASE->BITGET,0,-0.05328753144040109,-0.14925360394861328,-0.0959660725082122,,292,334
BITGET,20250905,COINBASE->BITGET,1,-0.017277261979262926,-0.02457054764439524,-0.007293285665132314,,291,333
BITGET,20250905,COINBASE->BITGET,2,-0.02313163149405532,0.15839541814533992,0.18152704963939523,,290,332
BITGET,20250905,BYBITSPOT->BITGET,0,-0.06639605532933437,0.012229832904862263,0.07862588823419664,,275,301
BITGET,20250905,BYBITSPOT->BITGET,1,0.14024851230307453,-0.07121179222766463,-0.21146030453073916,,274,300
BITGET,20250905,BYBITSPOT->BITGET,2,0.04911795525509598,-0.004460192515502051,-0.05357814777059803,,273,299
BINANCE,20250906,BINANCE->COINBASE,0,0.6697841743003886,0.6638013242680663,-0.005982850032322351,,360,360
BINANCE,20250906,BINANCE->COINBASE,1,0.20791539766630007,0.05710263781385264,-0.15081275985244744,,359,359
BINANCE,20250906,BINANCE->COINBASE,2,0.08897200961035764,0.04911581161506267,-0.039856197995294974,,358,358
BINANCE,20250906,BINANCE->BYBITSPOT,0,0.04375158826553718,-0.03377718699373489,-0.07752877525927207,,322,319
BINANCE,20250906,BINANCE->BYBITSPOT,1,-0.003843183221326464,-0.035125814464627814,-0.03128263124330135,,321,318
BINANCE,20250906,BINANCE->BYBITSPOT,2,-0.10366430751752162,0.05691256386613262,0.16057687138365423,,320,317
BINANCE,20250906,BINANCE->BITGET,0,0.02947589337624062,-0.014786698283738568,-0.044262591659979186,,208,264
BINANCE,20250906,BINANCE->BITGET,1,0.044137612593346344,0.0556424018094301,0.011504789216083756,,207,263
BINANCE,20250906,BINANCE->BITGET,2,-0.03419589692782417,-0.06824336131404539,-0.03404746438622122,,206,262
BINANCE,20250906,COINBASE->BYBITSPOT,0,0.015632302198147163,-0.06591208664872351,-0.08154438884687068,,322,320
BINANCE,20250906,COINBASE->BYBITSPOT,1,-0.06525919835581,-0.011279220455503995,0.053979977900306,,321,319
BINANCE,20250906,COINBASE->BYBITSPOT,2,-0.08066380242908436,0.08762577342787754,0.16828957585696191,,320,318
BINANCE,20250906,COINBASE->BITGET,0,0.03668120642543879,-0.07996736876123467,-0.11664857518667346,,208,265
BINANCE,20250906,COINBASE->BITGET,1,-0.017338283709015436,0.10542462840926953,0.12276291211828497,,207,264
BINANCE,20250906,COINBASE->BITGET,2,0.010819299142504313,-0.013724272986281757,-0.02454357212878607,,206,263
BINANCE,20250906,BYBITSPOT->BITGET,0,0.018811461162194665,-0.09887694136172981,-0.11768840252392447,,161,187
BINANCE,20250906,BYBITSPOT->BITGET,1,0.021061230464152793,0.04134834339912722,0.020287112934974427,,160,186
BINANCE,20250906,BYBITSPOT->BITGET,2,0.029200484522215707,0.16229461420115054,0.13309412967893483,,159,185
COINBASE,20250906,BINANCE->COINBASE,0,0.6697841743003886,0.6638013242680663,-0.005982850032322351,,360,360
COINBASE,20250906,BINANCE->COINBASE,1,0.20791539766630007,0.05710263781385264,-0.15081275985244744,,359,359
COINBASE,20250906,BINANCE->COINBASE,2,0.08897200961035764,0.04911581161506267,-0.039856197995294974,,358,358
COINBASE,20250906,BINANCE->BYBITSPOT,0,0.04375158826553718,-0.03377718699373489,-0.07752877525927207,,322,319
COINBASE,20250906,BINANCE->BYBITSPOT,1,-0.003843183221326464,-0.035125814464627814,-0.03128263124330135,,321,318
COINBASE,20250906,BINANCE->BYBITSPOT,2,-0.10366430751752162,0.05691256386613262,0.16057687138365423,,320,317
COINBASE,20250906,BINANCE->BITGET,0,0.02947589337624062,-0.014786698283738568,-0.044262591659979186,,208,264
COINBASE,20250906,BINANCE->BITGET,1,0.044137612593346344,0.0556424018094301,0.011504789216083756,,207,263
COINBASE,20250906,BINANCE->BITGET,2,-0.03419589692782417,-0.06824336131404539,-0.03404746438622122,,206,262
COINBASE,20250906,COINBASE->BYBITSPOT,0,0.015632302198147163,-0.06591208664872351,-0.08154438884687068,,322,320
COINBASE,20250906,COINBASE->BYBITSPOT,1,-0.06525919835581,-0.011279220455503995,0.053979977900306,,321,319
COINBASE,20250906,COINBASE->BYBITSPOT,2,-0.08066380242908436,0.08762577342787754,0.16828957585696191,,320,318
COINBASE,20250906,COINBASE->BITGET,0,0.03668120642543879,-0.07996736876123467,-0.11664857518667346,,208,265
COINBASE,20250906,COINBASE->BITGET,1,-0.017338283709015436,0.10542462840926953,0.12276291211828497,,207,264
COINBASE,20250906,COINBASE->BITGET,2,0.010819299142504313,-0.013724272986281757,-0.02454357212878607,,206,263
COINBASE,20250906,BYBITSPOT->BITGET,0,0.018811461162194665,-0.09887694136172981,-0.11768840252392447,,161,187
COINBASE,20250906,BYBITSPOT->BITGET,1,0.021061230464152793,0.04134834339912722,0.020287112934974427,,160,186
COINBASE,20250906,BYBITSPOT->BITGET,2,0.029200484522215707,0.16229461420115054,0.13309412967893483,,159,185
BYBITSPOT,20250906,BINANCE->COINBASE,0,0.6697841743003886,0.6638013242680663,-0.005982850032322351,,360,360
BYBITSPOT,20250906,BINANCE->COINBASE,1,0.20791539766630007,0.05710263781385264,-0.15081275985244744,,359,359
BYBITSPOT,20250906,BINANCE->COINBASE,2,0.08897200961035764,0.04911581161506267,-0.039856197995294974,,358,358
BYBITSPOT,20250906,BINANCE->BYBITSPOT,0,0.04375158826553718,-0.03377718699373489,-0.07752877525927207,,322,319
BYBITSPOT,20250906,BINANCE->BYBITSPOT,1,-0.003843183221326464,-0.035125814464627814,-0.03128263124330135,,321,318
BYBITSPOT,20250906,BINANCE->BYBITSPOT,2,-0.10366430751752162,0.05691256386613262,0.16057687138365423,,320,317
BYBITSPOT,20250906,BINANCE->BITGET,0,0.02947589337624062,-0.014786698283738568,-0.044262591659979186,,208,264
BYBITSPOT,20250906,BINANCE->BITGET,1,0.044137612593346344,0.0556424018094301,0.011504789216083756,,207,263
BYBITSPOT,20250906,BINANCE->BITGET,2,-0.03419589692782417,-0.06824336131404539,-0.03404746438622122,,206,262
BYBITSPOT,20250906,COINBASE->BYBITSPOT,0,0.015632302198147163,-0.06591208664872351,-0.08154438884687068,,322,320
BYBITSPOT,20250906,COINBASE->BYBITSPOT,1,-0.06525919835581,-0.011279220455503995,0.053979977900306,,321,319
BYBITSPOT,20250906,COINBASE->BYBITSPOT,2,-0.08066380242908436,0.08762577342787754,0.16828957585696191,,320,318
BYBITSPOT,20250906,COINBASE->BITGET,0,0.03668120642543879,-0.07996736876123467,-0.11664857518667346,,208,265
BYBITSPOT,20250906,COINBASE->BITGET,1,-0.017338283709015436,0.10542462840926953,0.12276291211828497,,207,264
BYBITSPOT,20250906,COINBASE->BITGET,2,0.010819299142504313,-0.013724272986281757,-0.02454357212878607,,206,263
BYBITSPOT,20250906,BYBITSPOT->BITGET,0,0.018811461162194665,-0.09887694136172981,-0.11768840252392447,,161,187
BYBITSPOT,20250906,BYBITSPOT->BITGET,1,0.021061230464152793,0.04134834339912722,0.020287112934974427,,160,186
BYBITSPOT,20250906,BYBITSPOT->BITGET,2,0.029200484522215707,0.16229461420115054,0.13309412967893483,,159,185
BITGET,20250906,BINANCE->COINBASE,0,0.6697841743003886,0.6638013242680663,-0.005982850032322351,,360,360
BITGET,20250906,BINANCE->COINBASE,1,0.20791539766630007,0.05710263781385264,-0.15081275985244744,,359,359
BITGET,20250906,BINANCE->COINBASE,2,0.08897200961035764,0.04911581161506267,-0.039856197995294974,,358,358
BITGET,20250906,BINANCE->BYBITSPOT,0,0.04375158826553718,-0.03377718699373489,-0.07752877525927207,,322,319
BITGET,20250906,BINANCE->BYBITSPOT,1,-0.003843183221326464,-0.035125814464627814,-0.03128263124330135,,321,318
BITGET,20250906,BINANCE->BYBITSPOT,2,-0.10366430751752162,0.05691256386613262,0.16057687138365423,,320,317
BITGET,20250906,BINANCE->BITGET,0,0.02947589337624062,-0.014786698283738568,-0.044262591659979186,,208,264
BITGET,20250906,BINANCE->BITGET,1,0.044137612593346344,0.0556424018094301,0.011504789216083756,,207,263
BITGET,20250906,BINANCE->BITGET,2,-0.03419589692782417,-0.06824336131404539,-0.03404746438622122,,206,262
BITGET,20250906,COINBASE->BYBITSPOT,0,0.015632302198147163,-0.06591208664872351,-0.08154438884687068,,322,320
BITGET,20250906,COINBASE->BYBITSPOT,1,-0.06525919835581,-0.011279220455503995,0.053979977900306,,321,319
BITGET,20250906,COINBASE->BYBITSPOT,2,-0.08066380242908436,0.08762577342787754,0.16828957585696191,,320,318
BITGET,20250906,COINBASE->BITGET,0,0.03668120642543879,-0.07996736876123467,-0.11664857518667346,,208,265
BITGET,20250906,COINBASE->BITGET,1,-0.017338283709015436,0.10542462840926953,0.12276291211828497,,207,264
BITGET,20250906,COINBASE->BITGET,2,0.010819299142504313,-0.013724272986281757,-0.02454357212878607,,206,263
BITGET,20250906,BYBITSPOT->BITGET,0,0.018811461162194665,-0.09887694136172981,-0.11768840252392447,,161,187
BITGET,20250906,BYBITSPOT->BITGET,1,0.021061230464152793,0.04134834339912722,0.020287112934974427,,160,186
BITGET,20250906,BYBITSPOT->BITGET,2,0.029200484522215707,0.16229461420115054,0.13309412967893483,,159,185
BINANCE,20250907,BINANCE->COINBASE,0,0.013888493869721057,0.058737516508729236,0.04484902263900818,,359,359
BINANCE,20250907,BINANCE->COINBASE,1,0.01565925310325374,0.1192900253084025,0.10363077220514877,,358,358
BINANCE,20250907,BINANCE->COINBASE,2,0.42677385241327054,0.1474096425508072,-0.27936420986246335,,357,357
BINANCE,20250907,BINANCE->BYBITSPOT,0,-0.08932017481968495,-0.017319293293414213,0.07200088152627074,,314,308
BINANCE,20250907,BINANCE->BYBITSPOT,1,-0.054540388552494906,-0.03006160802170254,0.024478780530792367,,313,307
BINANCE,20250907,BINANCE->BYBITSPOT,2,0.06710537017975039,-0.056299770047529674,-0.12340514022728007,,312,306
BINANCE,20250907,BINANCE->BITGET,0,0.026975437171213583,-0.00568277284243456,-0.032658210013648145,,334,351
BINANCE,20250907,BINANCE->BITGET,1,0.04219897626355652,0.024878900556024687,-0.017320075707531836,,333,350
BINANCE,20250907,BINANCE->BITGET,2,0.04147441856889984,0.05782834878751843,0.016353930218618584,,332,349
BINANCE,20250907,COINBASE->BYBITSPOT,0,0.004107701728052558,-0.15038923712005406,-0.1544969388481066,,313,306
BINANCE,20250907,COINBASE->BYBITSPOT,1,-0.09318231171743163,-0.2262728671268381,-0.13309055540940648,,312,305
BINANCE,20250907,COINBASE->BYBITSPOT,2,-0.045298530370799894,-0.03273899790121613,0.012559532469583766,,311,304
BINANCE,20250907,COINBASE->BITGET,0,0.05790446840269138,0.01006089974801628,-0.0478435686546751,,332,349
BINANCE,20250907,COINBASE->BITGET,1,-0.02233462102989099,-0.033288502941571,-0.010953881911680008,,331,348
BINANCE,20250907,COINBASE->BITGET,2,0.08556448488044423,0.13408154310908751,0.04851705822864329,,330,347
BINANCE,20250907,BYBITSPOT->BITGET,0,-0.07209281119389142,-0.005885213048195265,0.06620759814569616,,254,258
BINANCE,20250907,BYBITSPOT->BITGET,1,-0.04151544928152379,-0.05034013086977565,-0.008824681588251858,,253,257
BINANCE,20250907,BYBITSPOT->BITGET,2,0.07457402592248646,0.015836581012265337,-0.05873744491022113,,252,256
COINBASE,20250907,BINANCE->COINBASE,0,0.013888493869721057,0.058737516508729236,0.04484902263900818,,359,359
COINBASE,20250907,BINANCE->COINBASE,1,0.01565925310325374,0.1192900253084025,0.10363077220514877,,358,358
COINBASE,20250907,BINANCE->COINBASE,2,0.42677385241327054,0.1474096425508072,-0.27936420986246335,,357,357
COINBASE,20250907,BINANCE->BYBITSPOT,0,-0.08932017481968495,-0.017319293293414213,0.07200088152627074,,314,308
COINBASE,20250907,BINANCE->BYBITSPOT,1,-0.054540388552494906,-0.03006160802170254,0.024478780530792367,,313,307
COINBASE,20250907,BINANCE->BYBITSPOT,2,0.06710537017975039,-0.056299770047529674,-0.12340514022728007,,312,306
COINBASE,20250907,BINANCE->BITGET,0,0.026975437171213583,-0.00568277284243456,-0.032658210013648145,,334,351
COINBASE,20250907,BINANCE->BITGET,1,0.04219897626355652,0.024878900556024687,-0.017320075707531836,,333,350
COINBASE,20250907,BINANCE->BITGET,2,0.04147441856889984,0.05782834878751843,0.016353930218618584,,332,349
COINBASE,20250907,COINBASE->BYBITSPOT,0,0.004107701728052558,-0.15038923712005406,-0.1544969388481066,,313,306
COINBASE,20250907,COINBASE->BYBITSPOT,1,-0.09318231171743163,-0.2262728671268381,-0.13309055540940648,,312,305
COINBASE,20250907,COINBASE->BYBITSPOT,2,-0.045298530370799894,-0.03273899790121613,0.012559532469583766,,311,304
COINBASE,20250907,COINBASE->BITGET,0,0.05790446840269138,0.01006089974801628,-0.0478435686546751,,332,349
COINBASE,20250907,COINBASE->BITGET,1,-0.02233462102989099,-0.033288502941571,-0.010953881911680008,,331,348
COINBASE,20250907,COINBASE->BITGET,2,0.08556448488044423,0.13408154310908751,0.04851705822864329,,330,347
COINBASE,20250907,BYBITSPOT->BITGET,0,-0.07209281119389142,-0.005885213048195265,0.06620759814569616,,254,258
COINBASE,20250907,BYBITSPOT->BITGET,1,-0.04151544928152379,-0.05034013086977565,-0.008824681588251858,,253,257
COINBASE,20250907,BYBITSPOT->BITGET,2,0.07457402592248646,0.015836581012265337,-0.05873744491022113,,252,256
BYBITSPOT,20250907,BINANCE->COINBASE,0,0.013888493869721057,0.058737516508729236,0.04484902263900818,,359,359
BYBITSPOT,20250907,BINANCE->COINBASE,1,0.01565925310325374,0.1192900253084025,0.10363077220514877,,358,358
BYBITSPOT,20250907,BINANCE->COINBASE,2,0.42677385241327054,0.1474096425508072,-0.27936420986246335,,357,357
BYBITSPOT,20250907,BINANCE->BYBITSPOT,0,-0.08932017481968495,-0.017319293293414213,0.07200088152627074,,314,308
BYBITSPOT,20250907,BINANCE->BYBITSPOT,1,-0.054540388552494906,-0.03006160802170254,0.024478780530792367,,313,307
