event_id,date,venue_event,venue_i,venue_j,lag,placebo_type,delta_beta,delta_tsi,p_delta_beta,notes
112,20250905,BITGET,BYBITSPOT,BITGET,0,noon,0.0004946295369751,0.0741344083576154,0.4843343651604889,simplified_placebo
113,20250905,BITGET,COINBASE,BITGET,0,minus30m,0.0003086505404151,0.0221180487548396,0.56468795247814,simplified_placebo
113,20250905,BITGET,COINBASE,BITGET,0,plus30m,-9.5084415498061e-05,0.0710828534104747,0.1604192963586153,simplified_placebo
113,20250905,BITGET,COINBASE,BITGET,0,noon,0.000300350440541,0.1173504068503936,0.6201116090923068,simplified_placebo
115,20250905,BYBITSPOT,BYBITSPOT,BINANCE,0,minus30m,0.0007141049573273,-0.0536387292118409,0.4993280667335612,simplified_placebo
115,20250905,BYBITSPOT,BYBITSPOT,BINANCE,0,plus30m,0.002161948485362,0.0900934055965518,0.4903197064443473,simplified_placebo
115,20250905,BYBITSPOT,BYBITSPOT,BINANCE,0,noon,0.0005989243184516,0.0578593869874889,0.1623995222522898,simplified_placebo
116,20250905,BYBITSPOT,COINBASE,BYBITSPOT,0,minus30m,0.0017151708830624,0.0092436016267354,0.7162450029387962,simplified_placebo
116,20250905,BYBITSPOT,COINBASE,BYBITSPOT,0,plus30m,0.0001013923605886,-0.0176480410311948,0.7852228188553139,simplified_placebo
116,20250905,BYBITSPOT,COINBASE,BYBITSPOT,0,noon,0.0012759330279795,-0.159397035680688,0.3563295401284816,simplified_placebo
117,20250905,BYBITSPOT,BINANCE,BYBITSPOT,0,minus30m,0.0007278806015658,0.1243576569789353,0.7726297329973812,simplified_placebo
117,20250905,BYBITSPOT,BINANCE,BYBITSPOT,0,plus30m,-0.0005238817947147,0.0610063717527533,0.4708346648168393,simplified_placebo
117,20250905,BYBITSPOT,BINANCE,BYBITSPOT,0,noon,-0.0013820882669033,0.0321915972786644,0.1136828588523374,simplified_placebo
118,20250905,BYBITSPOT,BINANCE,BYBITSPOT,0,minus30m,9.342080041718212e-05,0.025127284083268,0.5447587937341352,simplified_placebo
118,20250905,BYBITSPOT,BINANCE,BYBITSPOT,0,plus30m,-4.646107521782885e-05,0.1131370992395604,0.7383743982023436,simplified_placebo
118,20250905,BYBITSPOT,BINANCE,BYBITSPOT,0,noon,0.0010634503168529,0.1181907549325081,0.5211365945659113,simplified_placebo
123,20250905,COINBASE,COINBASE,BYBITSPOT,0,minus30m,-0.0002713323214858,0.0380168835960525,0.1695661016875255,simplified_placebo
123,20250905,COINBASE,COINBASE,BYBITSPOT,0,plus30m,0.0015411976650533,-0.1007298986289376,0.3422570755313521,simplified_placebo
123,20250905,COINBASE,COINBASE,BYBITSPOT,0,noon,-0.001950726763722,-0.1525140223763773,0.3354353142831872,simplified_placebo
124,20250905,COINBASE,BINANCE,COINBASE,0,minus30m,-0.000864416153332,-0.0392495197130055,0.5992981843722904,simplified_placebo
124,20250905,COINBASE,BINANCE,COINBASE,0,plus30m,-0.0003975438912008,0.1018588171317135,0.6777231831358778,simplified_placebo
124,20250905,COINBASE,BINANCE,COINBASE,0,noon,-8.7349912277258e-05,-0.1610257414635409,0.7575098145076423,simplified_placebo
124,20250905,COINBASE,COINBASE,BINANCE,0,minus30m,0.002280026738506,0.0911503933738436,0.3250411811891612,simplified_placebo
124,20250905,COINBASE,COINBASE,BINANCE,0,plus30m,-0.0007851084582828,-0.1656553322069255,0.4717922769228467,simplified_placebo
124,20250905,COINBASE,COINBASE,BINANCE,0,noon,0.0009368677947338,-0.0027239489715191,0.2803929449255906,simplified_placebo
125,20250905,COINBASE,COINBASE,BINANCE,0,minus30m,0.0014005829705659,-0.0831824202574322,0.5763422520473095,simplified_placebo
125,20250905,COINBASE,COINBASE,BINANCE,0,plus30m,-0.0001536498587256,0.0883988383603843,0.7221947320912733,simplified_placebo
125,20250905,COINBASE,COINBASE,BINANCE,0,noon,0.0003132375585189,0.0630404679530704,0.5470695122508725,simplified_placebo
127,20250905,COINBASE,COINBASE,BYBITSPOT,0,minus30m,-0.0011049771024816,0.0841142851385225,0.4372671265494511,simplified_placebo
127,20250905,COINBASE,COINBASE,BYBITSPOT,0,plus30m,0.0016194200982335,0.0694998793244175,0.799237544813766,simplified_placebo
127,20250905,COINBASE,COINBASE,BYBITSPOT,0,noon,-0.001422616293892,-0.1990912444518093,0.5023273200662993,simplified_placebo
128,20250906,BINANCE,BINANCE,BYBITSPOT,0,minus30m,-0.000719141476697,0.025570580406651,0.1856622085631072,simplified_placebo
128,20250906,BINANCE,BINANCE,BYBITSPOT,0,plus30m,0.0004019441919601,-0.0157465382294408,0.8548628951077365,simplified_placebo
128,20250906,BINANCE,BINANCE,BYBITSPOT,0,noon,0.0025240992886896,0.0532221416559436,0.8866881808717103,simplified_placebo
128,20250906,BINANCE,BINANCE,BITGET,0,minus30m,-0.0009491063791422,-0.1011402642868274,0.8010342834747218,simplified_placebo
128,20250906,BINANCE,BINANCE,BITGET,0,plus30m,0.0001161563197861,-0.1334259093377116,0.1633773782620166,simplified_placebo
128,20250906,BINANCE,BINANCE,BITGET,0,noon,-0.0002960667558837,-0.1215281563971637,0.8199635738479233,simplified_placebo
129,20250906,BINANCE,BINANCE,BITGET,0,minus30m,0.0005780252633994,0.0070556047313394,0.6445319440125866,simplified_placebo
129,20250906,BINANCE,BINANCE,BITGET,0,plus30m,0.0009747941457574,0.1330570845882967,0.3414520503815017,simplified_placebo
129,20250906,BINANCE,BINANCE,BITGET,0,noon,-0.0005188081030999,0.0893466085570029,0.5719122712351938,simplified_placebo
130,20250906,BINANCE,BINANCE,BITGET,0,minus30m,0.0016669194036302,0.0199599997815385,0.3563796894437632,simplified_placebo
130,20250906,BINANCE,BINANCE,BITGET,0,plus30m,0.0007473785487649,-0.2404566543061634,0.1007489118304962,simplified_placebo
130,20250906,BINANCE,BINANCE,BITGET,0,noon,6.464523509249825e-05,-0.1135583569945918,0.1951763302357535,simplified_placebo
132,20250906,BITGET,BINANCE,BITGET,0,minus30m,0.0007942548976501,0.101455562188715,0.5224616036117797,simplified_placebo
132,20250906,BITGET,BINANCE,BITGET,0,plus30m,0.0011790992772907,0.0451280211239792,0.1168296635223317,simplified_placebo
132,20250906,BITGET,BINANCE,BITGET,0,noon,0.0011518961305379,-0.2235165045647785,0.2327245440965178,simplified_placebo
132,20250906,BITGET,BYBITSPOT,BITGET,0,minus30m,0.0013983245617364,-0.0675920228139239,0.7032101690606714,simplified_placebo
132,20250906,BITGET,BYBITSPOT,BITGET,0,plus30m,0.000306747094972,-0.1632069173596261,0.2797175384337275,simplified_placebo
132,20250906,BITGET,BYBITSPOT,BITGET,0,noon,-0.0010225251325241,0.0972100798868792,0.2820721995698031,simplified_placebo
133,20250906,BITGET,BINANCE,BITGET,0,minus30m,-0.0002608855179094,-0.1339147298694156,0.6205651601192386,simplified_placebo
133,20250906,BITGET,BINANCE,BITGET,0,plus30m,-0.0015629615991408,0.0367486327326641,0.7978333572008055,simplified_placebo
133,20250906,BITGET,BINANCE,BITGET,0,noon,-0.000604962681705,-0.139696856646017,0.192670316474707,simplified_placebo
133,20250906,BITGET,BYBITSPOT,BITGET,0,minus30m,0.0009114693280622,0.1894979963819768,0.257115229873127,simplified_placebo
133,20250906,BITGET,BYBITSPOT,BITGET,0,plus30m,0.0009169882034768,0.0602144343320982,0.8743156573897564,simplified_placebo
133,20250906,BITGET,BYBITSPOT,BITGET,0,noon,-0.0009452842609434,-0.1262283897862506,0.733571141905334,simplified_placebo
134,20250906,BITGET,BINANCE,BITGET,0,minus30m,-0.0008603715548479,-0.0926268935123187,0.6727891694113072,simplified_placebo
134,20250906,BITGET,BINANCE,BITGET,0,plus30m,0.0009092368329644,0.2751430486329612,0.4787026276737103,simplified_placebo
134,20250906,BITGET,BINANCE,BITGET,0,noon,0.0009348711883206,-0.1249683477386567,0.7669686151440319,simplified_placebo
136,20250906,BYBITSPOT,BINANCE,BYBITSPOT,0,minus30m,0.0005565356599322,-0.0707521694307523,0.5156129091398584,simplified_placebo
136,20250906,BYBITSPOT,BINANCE,BYBITSPOT,0,plus30m,-0.0019014147546212,-0.004310864840493,0.4484439262630817,simplified_placebo
136,20250906,BYBITSPOT,BINANCE,BYBITSPOT,0,noon,-0.0004961896059149,0.0614358579641856,0.6434609837626779,simplified_placebo
139,20250906,BYBITSPOT,COINBASE,BYBITSPOT,0,minus30m,0.0018953858580576,-0.0327489287323003,0.7101752491096347,simplified_placebo
139,20250906,BYBITSPOT,COINBASE,BYBITSPOT,0,plus30m,-0.0005015618968681,-0.1093470316792791,0.7021563599795747,simplified_placebo
139,20250906,BYBITSPOT,COINBASE,BYBITSPOT,0,noon,-6.353399511470222e-05,-0.2457197910103978,0.5809736798457986,simplified_placebo
143,20250906,COINBASE,COINBASE,BINANCE,0,minus30m,-0.0006519130739851,-0.0220319786488772,0.3696512089649709,simplified_placebo
143,20250906,COINBASE,COINBASE,BINANCE,0,plus30m,-0.000823532962019,0.0676226389600042,0.5902023134956981,simplified_placebo
143,20250906,COINBASE,COINBASE,BINANCE,0,noon,-0.0016613936557677,-0.0142841473634963,0.2024370344032385,simplified_placebo
143,20250906,COINBASE,COINBASE,BYBITSPOT,0,minus30m,0.0014270285307034,0.0977398546519523,0.5075283808133482,simplified_placebo
143,20250906,COINBASE,COINBASE,BYBITSPOT,0,plus30m,-0.0021961536478719,-0.027669489116699,0.7711049265043889,simplified_placebo
143,20250906,COINBASE,COINBASE,BYBITSPOT,0,noon,0.0006257477431334,-0.1442143900239872,0.3833602773430311,simplified_placebo
145,20250907,BINANCE,BINANCE,COINBASE,0,minus30m,-0.0003861793193115,-0.0710370254735502,0.3407570842396685,simplified_placebo
145,20250907,BINANCE,BINANCE,COINBASE,0,plus30m,0.0002659807971461,0.0607725038439322,0.5067076240320473,simplified_placebo
145,20250907,BINANCE,BINANCE,COINBASE,0,noon,0.0006670577733895,0.0553757608154725,0.8351427749478758,simplified_placebo
147,20250907,BINANCE,BINANCE,COINBASE,0,minus30m,0.0015641303988053,0.0364096470870153,0.1478681260096666,simplified_placebo
147,20250907,BINANCE,BINANCE,COINBASE,0,plus30m,-0.0004814099448009,-0.0862875345555821,0.4499462829713208,simplified_placebo
147,20250907,BINANCE,BINANCE,COINBASE,0,noon,-2.8146904302847107e-05,0.0668042634548415,0.4420982893862967,simplified_placebo
157,20250907,COINBASE,BINANCE,COINBASE,0,minus30m,-0.0010101425558625,0.0115033623548019,0.8171224993392621,simplified_placebo
157,20250907,COINBASE,BINANCE,COINBASE,0,plus30m,0.0009192525871443,0.0540931979601727,0.393103735191455,simplified_placebo
157,20250907,COINBASE,BINANCE,COINBASE,0,noon,0.0012095274096488,0.0009901044318834,0.8481431662093496,simplified_placebo
157,20250907,COINBASE,COINBASE,BINANCE,0,minus30m,0.0006264175542319,0.0135847180366452,0.8153823068356684,simplified_placebo
157,20250907,COINBASE,COINBASE,BINANCE,0,plus30m,-9.7690024193437e-06,0.0584569263556192,0.7677466325182419,simplified_placebo
157,20250907,COINBASE,COINBASE,BINANCE,0,noon,-0.0003023269822388,0.0799563999979376,0.8020084857042805,simplified_placebo
159,20250907,COINBASE,BINANCE,COINBASE,0,minus30m,-0.0007785649081885,0.0808785563545474,0.4069227125812267,simplified_placebo
159,20250907,COINBASE,BINANCE,COINBASE,0,plus30m,0.0011541988463234,0.0957555479972199,0.4857684435201432,simplified_placebo
159,20250907,COINBASE,BINANCE,COINBASE,0,noon,-0.0005174106552339,-0.0904264721106935,0.7886658401097127,simplified_placebo
0,20250901,BINANCE,BINANCE,BITGET,0,minus30m,0.0012782565753045,0.0547574404492173,0.6543481097699787,simplified_placebo
0,20250901,BINANCE,BINANCE,BITGET,0,plus30m,0.0002352240043203,-0.0214610041377194,0.771094307835396,simplified_placebo
0,20250901,BINANCE,BINANCE,BITGET,0,noon,-0.0002319498168398,0.0283865905276676,0.2996008402314863,simplified_placebo
0,20250901,BINANCE,BITGET,BINANCE,0,minus30m,-0.0013831333177234,-0.032925489298151,0.7033399385233844,simplified_placebo
0,20250901,BINANCE,BITGET,BINANCE,0,plus30m,0.000145053341886,-0.00650036915055,0.7100785407916872,simplified_placebo
0,20250901,BINANCE,BITGET,BINANCE,0,noon,-0.0005587855850222,0.0119517720971694,0.4503271121596457,simplified_placebo
1,20250901,BINANCE,COINBASE,BINANCE,0,minus30m,0.0005838438316088,0.067310945476486,0.71793007664307,simplified_placebo
1,20250901,BINANCE,COINBASE,BINANCE,0,plus30m,0.0007553236646031,-0.0049381113405039,0.7686589881941932,simplified_placebo
1,20250901,BINANCE,COINBASE,BINANCE,0,noon,-8.759242849391812e-05,-0.0658193230824256,0.3280006949870195,simplified_placebo
1,20250901,BINANCE,BINANCE,BYBITSPOT,0,minus30m,0.0009806458835836,0.072954962279709,0.1737227946148329,simplified_placebo
1,20250901,BINANCE,BINANCE,BYBITSPOT,0,plus30m,-0.0009931674173661,0.0025465335958952,0.4512207918341678,simplified_placebo
1,20250901,BINANCE,BINANCE,BYBITSPOT,0,noon,0.0011204714464068,0.010841922916016,0.8619145004155548,simplified_placebo
1,20250901,BINANCE,BYBITSPOT,BINANCE,0,minus30m,-0.0016293859400211,-0.1128761010806419,0.3337011224886735,simplified_placebo
1,20250901,BINANCE,BYBITSPOT,BINANCE,0,plus30m,0.0021156857573692,0.0164443476793129,0.612295254176627,simplified_placebo
1,20250901,BINANCE,BYBITSPOT,BINANCE,0,noon,0.0001759000945869,-0.0172054848467535,0.3428493324235859,simplified_placebo
3,20250901,BINANCE,BINANCE,BYBITSPOT,0,minus30m,-0.0001248075209863,-0.0587847316510169,0.3069384818201902,simplified_placebo
3,20250901,BINANCE,BINANCE,BYBITSPOT,0,plus30m,0.0002498400353334,-0.077779850141499,0.3562619352026138,simplified_placebo
3,20250901,BINANCE,BINANCE,BYBITSPOT,0,noon,0.0004776291364161,0.0141938274740019,0.8603345864075939,simplified_placebo
4,20250901,BINANCE,BINANCE,COINBASE,0,minus30m,-0.0017020220696551,0.0418429897328,0.210769620543777,simplified_placebo
4,20250901,BINANCE,BINANCE,COINBASE,0,plus30m,0.001088870931355,0.0334414103789523,0.3662901152884145,simplified_placebo
4,20250901,BINANCE,BINANCE,COINBASE,0,noon,-0.0011637313355537,0.053505802286355,0.7324006405290675,simplified_placebo
4,20250901,BINANCE,COINBASE,BINANCE,0,minus30m,0.0010744195368024,-0.2007773400926402,0.5526793574763886,simplified_placebo
4,20250901,BINANCE,COINBASE,BINANCE,0,plus30m,-0.0004249501206722,-0.0492719299841282,0.6799104166192049,simplified_placebo
4,20250901,BINANCE,COINBASE,BINANCE,0,noon,0.0001763370077283,0.240504111452038,0.78861894082501,simplified_placebo
4,20250901,BINANCE,BYBITSPOT,BINANCE,0,minus30m,0.0009571892761407,-0.2312556627684034,0.6860470139761505,simplified_placebo
4,20250901,BINANCE,BYBITSPOT,BINANCE,0,plus30m,0.0005971860118445,0.0082649771339749,0.6263765958839882,simplified_placebo
4,20250901,BINANCE,BYBITSPOT,BINANCE,0,noon,0.0003078694893913,0.1318995923023036,0.4284263188528113,simplified_placebo
5,20250901,BITGET,BITGET,BINANCE,0,minus30m,-0.0005892272158798,-0.0653308479110375,0.8844788993067904,simplified_placebo
5,20250901,BITGET,BITGET,BINANCE,0,plus30m,-0.0006936045712287,0.1289757439674353,0.183404317669642,simplified_placebo
5,20250901,BITGET,BITGET,BINANCE,0,noon,-0.0003526472558707,-0.1310883910520523,0.5755837165714918,simplified_placebo
5,20250901,BITGET,BINANCE,BITGET,0,minus30m,-8.575258168511703e-05,-0.1307882591065769,0.1408765998271239,simplified_placebo
5,20250901,BITGET,BINANCE,BITGET,0,plus30m,0.0021382556501287,0.0377140020256239,0.5443072768414947,simplified_placebo
5,20250901,BITGET,BINANCE,BITGET,0,noon,-0.0011266839320928,-0.0046682778282542,0.4989255315284534,simplified_placebo
5,20250901,BITGET,COINBASE,BITGET,0,minus30m,0.000490975049002,0.246812825528029,0.8433602585472254,simplified_placebo
5,20250901,BITGET,COINBASE,BITGET,0,plus30m,-0.0010374654995601,-0.1242213629259446,0.357608806489702,simplified_placebo
5,20250901,BITGET,COINBASE,BITGET,0,noon,0.000178771417685,-0.0734475752400511,0.8861811083401211,simplified_placebo
5,20250901,BITGET,BITGET,BYBITSPOT,0,minus30m,-0.0004958551802048,0.0829455006461755,0.5871469278071356,simplified_placebo
5,20250901,BITGET,BITGET,BYBITSPOT,0,plus30m,0.0012328215567016,-0.1299123857568991,0.7962635858352968,simplified_placebo
5,20250901,BITGET,BITGET,BYBITSPOT,0,noon,0.0010424273775318,-0.1136382434214458,0.728104547375265,simplified_placebo
5,20250901,BITGET,BYBITSPOT,BITGET,0,minus30m,0.0001991999662988,0.0059075255216512,0.7005103392791322,simplified_placebo
5,20250901,BITGET,BYBITSPOT,BITGET,0,plus30m,0.0003418846350351,0.0157875523126832,0.7292943898108576,simplified_placebo
5,20250901,BITGET,BYBITSPOT,BITGET,0,noon,0.001508362910697,0.1719938804858888,0.4481992500535575,simplified_placebo
8,20250901,BITGET,COINBASE,BITGET,0,minus30m,-0.0012492639234276,-0.042552402337587,0.8595023430752984,simplified_placebo
8,20250901,BITGET,COINBASE,BITGET,0,plus30m,-0.0014203001342011,-0.1491434294731096,0.4836926072132915,simplified_placebo
8,20250901,BITGET,COINBASE,BITGET,0,noon,0.0002265771182828,0.0379523129845192,0.8922632331331402,simplified_placebo
8,20250901,BITGET,BITGET,BYBITSPOT,0,minus30m,0.0006802466671393,0.0978634603650273,0.2435200460267525,simplified_placebo
8,20250901,BITGET,BITGET,BYBITSPOT,0,plus30m,0.0009943315534854,-0.0882209102610173,0.4413169817945553,simplified_placebo
8,20250901,BITGET,BITGET,BYBITSPOT,0,noon,0.0017217938928463,-0.0359952405712168,0.1235182363267732,simplified_placebo
9,20250901,BITGET,BITGET,COINBASE,0,minus30m,0.0002059132727293,0.0638079136830835,0.8313487159076688,simplified_placebo
9,20250901,BITGET,BITGET,COINBASE,0,plus30m,-0.000224340661051,0.0242961432860174,0.3421581278183004,simplified_placebo
9,20250901,BITGET,BITGET,COINBASE,0,noon,0.0003673220203301,-0.1920204348304472,0.4213674018283461,simplified_placebo
9,20250901,BITGET,BITGET,BYBITSPOT,0,minus30m,-0.0009405539657767,0.0713550481730839,0.1946342244248045,simplified_placebo
9,20250901,BITGET,BITGET,BYBITSPOT,0,plus30m,-0.0004065344638185,-0.1291396355003743,0.2764706030549066,simplified_placebo
9,20250901,BITGET,BITGET,BYBITSPOT,0,noon,-0.0006331009762225,0.0980814814482031,0.8523268984972016,simplified_placebo
9,20250901,BITGET,BYBITSPOT,BITGET,0,minus30m,0.0013400424129767,-0.1541466695574192,0.8607047035998157,simplified_placebo
9,20250901,BITGET,BYBITSPOT,BITGET,0,plus30m,0.0010052698567382,0.1107099435673299,0.3400877379666023,simplified_placebo
9,20250901,BITGET,BYBITSPOT,BITGET,0,noon,0.0004407419144883,0.1933914355117484,0.1720112492909559,simplified_placebo
10,20250901,BYBITSPOT,BYBITSPOT,BITGET,0,minus30m,0.0012054211342201,0.0252617227465621,0.3548491939857688,simplified_placebo
10,20250901,BYBITSPOT,BYBITSPOT,BITGET,0,plus30m,0.0004806755914915,0.0457386071324076,0.4651337107389698,simplified_placebo
10,20250901,BYBITSPOT,BYBITSPOT,BITGET,0,noon,0.0001324637207579,-0.0322805791963298,0.2732768363970977,simplified_placebo
10,20250901,BYBITSPOT,BITGET,BYBITSPOT,0,minus30m,-0.0009172725683228,0.0357618613924779,0.8566331319900288,simplified_placebo
10,20250901,BYBITSPOT,BITGET,BYBITSPOT,0,plus30m,0.0002542243039484,0.2135371691932456,0.8624258202014491,simplified_placebo
10,20250901,BYBITSPOT,BITGET,BYBITSPOT,0,noon,-0.0004671398322048,0.053665744625277,0.6428251756845719,simplified_placebo
11,20250901,BYBITSPOT,BYBITSPOT,BINANCE,0,minus30m,-0.0008005232130611,0.0880554248722191,0.4073544223618778,simplified_placebo
11,20250901,BYBITSPOT,BYBITSPOT,BINANCE,0,plus30m,0.0006243904702152,-0.11196682708352,0.5917399730723925,simplified_placebo
11,20250901,BYBITSPOT,BYBITSPOT,BINANCE,0,noon,0.0014414626015639,-0.0882101761800295,0.3698665003708599,simplified_placebo
11,20250901,BYBITSPOT,BINANCE,BYBITSPOT,0,minus30m,-0.0003136195440309,-0.0820273893891525,0.7433634217583573,simplified_placebo
11,20250901,BYBITSPOT,BINANCE,BYBITSPOT,0,plus30m,-0.0007394398298682,-0.0406385850393842,0.4981193888735069,simplified_placebo
11,20250901,BYBITSPOT,BINANCE,BYBITSPOT,0,noon,-0.0004489946247137,0.0348494144367745,0.6546096094429149,simplified_placebo
13,20250901,BYBITSPOT,BINANCE,BYBITSPOT,0,minus30m,0.0024286993432374,0.0257898548086247,0.8879234149166904,simplified_placebo
13,20250901,BYBITSPOT,BINANCE,BYBITSPOT,0,plus30m,0.0002491020338741,-0.1026430558465258,0.7499687103623335,simplified_placebo
13,20250901,BYBITSPOT,BINANCE,BYBITSPOT,0,noon,0.0002710094386395,-0.0337458571687858,0.7286867476655953,simplified_placebo
13,20250901,BYBITSPOT,COINBASE,BYBITSPOT,0,minus30m,0.0006519988129833,-0.2267812733378297,0.1463192472808184,simplified_placebo
13,20250901,BYBITSPOT,COINBASE,BYBITSPOT,0,plus30m,0.0015030246540718,-0.1938724470473043,0.7084713302546897,simplified_placebo
13,20250901,BYBITSPOT,COINBASE,BYBITSPOT,0,noon,-0.0012057461008129,-0.0970096428901489,0.3194207078909856,simplified_placebo
14,20250901,BYBITSPOT,BYBITSPOT,BINANCE,0,minus30m,-0.0015417907158935,-0.1515144008732782,0.6569421500160535,simplified_placebo
14,20250901,BYBITSPOT,BYBITSPOT,BINANCE,0,plus30m,0.000721711907677,-0.1606314298978938,0.2685453661361118,simplified_placebo
14,20250901,BYBITSPOT,BYBITSPOT,BINANCE,0,noon,-0.0014428027725343,0.0034685038773551,0.1706933645938677,simplified_placebo
14,20250901,BYBITSPOT,BYBITSPOT,COINBASE,0,minus30m,0.000377205351636,0.0122754383728261,0.1123698746901478,simplified_placebo
14,20250901,BYBITSPOT,BYBITSPOT,COINBASE,0,plus30m,-0.0002635249420947,0.2037194794380296,0.8907305776103609,simplified_placebo
14,20250901,BYBITSPOT,BYBITSPOT,COINBASE,0,noon,0.0013855817238289,-0.109785112662108,0.5868457451373694,simplified_placebo
14,20250901,BYBITSPOT,COINBASE,BYBITSPOT,0,minus30m,-0.0019531216044975,0.0027766993250151,0.4631119411505864,simplified_placebo
14,20250901,BYBITSPOT,COINBASE,BYBITSPOT,0,plus30m,0.0004719632065059,-0.0261500665664802,0.3514655986476532,simplified_placebo
14,20250901,BYBITSPOT,COINBASE,BYBITSPOT,0,noon,0.0003515455531829,-0.0197012411928652,0.3273200308001288,simplified_placebo
14,20250901,BYBITSPOT,BYBITSPOT,BITGET,0,minus30m,-0.0007603209745065,0.0315701306814776,0.5307514234250147,simplified_placebo
14,20250901,BYBITSPOT,BYBITSPOT,BITGET,0,plus30m,-0.0002964506088921,0.0200165255837769,0.3965932458829035,simplified_placebo
14,20250901,BYBITSPOT,BYBITSPOT,BITGET,0,noon,-0.0007498182723295,0.088688672775583,0.4972995748372262,simplified_placebo
14,20250901,BYBITSPOT,BITGET,BYBITSPOT,0,minus30m,0.0014059615471297,0.0244819948881402,0.1054258017514314,simplified_placebo
14,20250901,BYBITSPOT,BITGET,BYBITSPOT,0,plus30m,-0.0001179743331117,-0.0101213919423703,0.6365838585474906,simplified_placebo
14,20250901,BYBITSPOT,BITGET,BYBITSPOT,0,noon,-0.0006332342641185,-0.0724843719469167,0.4152637763459122,simplified_placebo
15,20250901,COINBASE,COINBASE,BITGET,0,minus30m,0.0001039041264446,-0.0612620334996933,0.1207631404133248,simplified_placebo
15,20250901,COINBASE,COINBASE,BITGET,0,plus30m,8.395881565145947e-05,-0.0220150341024881,0.6561138440941495,simplified_placebo
15,20250901,COINBASE,COINBASE,BITGET,0,noon,-0.0009725312487814,0.0184225381076079,0.5137572768454971,simplified_placebo
16,20250901,COINBASE,COINBASE,BINANCE,0,minus30m,0.0016262878627237,-0.1885900523268918,0.7097495824971596,simplified_placebo
16,20250901,COINBASE,COINBASE,BINANCE,0,plus30m,0.0009963801911515,0.0631398330959232,0.6540663760736318,simplified_placebo
16,20250901,COINBASE,COINBASE,BINANCE,0,noon,8.502842545778421e-05,-0.0753495831817342,0.6492646166485672,simplified_placebo
18,20250901,COINBASE,COINBASE,BYBITSPOT,0,minus30m,0.0001603696425938,-0.0384339251127802,0.5469665598941101,simplified_placebo
18,20250901,COINBASE,COINBASE,BYBITSPOT,0,plus30m,0.0005246468765234,-0.0346911981169487,0.561283979694731,simplified_placebo
18,20250901,COINBASE,COINBASE,BYBITSPOT,0,noon,-0.0015569409799119,-0.0305796793973563,0.5331074376098838,simplified_placebo
18,20250901,COINBASE,COINBASE,BITGET,0,minus30m,0.0011626954221684,0.0758087491751016,0.6729311730147323,simplified_placebo
18,20250901,COINBASE,COINBASE,BITGET,0,plus30m,-0.0012337450771927,-0.022252112605261,0.6156435491901515,simplified_placebo
18,20250901,COINBASE,COINBASE,BITGET,0,noon,-0.0010933247753374,-0.0081013540530423,0.536243057756333,simplified_placebo
19,20250901,COINBASE,COINBASE,BINANCE,0,minus30m,0.0001990677258893,0.2295445425721321,0.3592417400870917,simplified_placebo
19,20250901,COINBASE,COINBASE,BINANCE,0,plus30m,-0.0001244148703854,-0.1328073743353038,0.5030794918263108,simplified_placebo
19,20250901,COINBASE,COINBASE,BINANCE,0,noon,0.0008229562704111,-0.0058857714508727,0.2507120602437211,simplified_placebo
19,20250901,COINBASE,BINANCE,COINBASE,0,minus30m,-0.0010225128283481,-0.0583959143553454,0.4215399951602475,simplified_placebo
19,20250901,COINBASE,BINANCE,COINBASE,0,plus30m,2.4538297975447787e-05,0.1035424735278584,0.6356317884211612,simplified_placebo
19,20250901,COINBASE,BINANCE,COINBASE,0,noon,0.0002954258152959,0.0899876807744446,0.8417892508049553,simplified_placebo
19,20250901,COINBASE,COINBASE,BYBITSPOT,0,minus30m,-0.0005956890782212,-0.1007741499090513,0.3710559493131214,simplified_placebo
19,20250901,COINBASE,COINBASE,BYBITSPOT,0,plus30m,0.0004714182452689,-0.0540027042961525,0.7709564137642586,simplified_placebo
19,20250901,COINBASE,COINBASE,BYBITSPOT,0,noon,-0.0007712523961599,-0.0399586994509326,0.3091839350290273,simplified_placebo
19,20250901,COINBASE,BYBITSPOT,COINBASE,0,minus30m,-0.0018292423631698,0.020260329275321,0.2494504959773328,simplified_placebo
19,20250901,COINBASE,BYBITSPOT,COINBASE,0,plus30m,-0.0003077757208027,0.1865389375058988,0.2885815174177608,simplified_placebo
19,20250901,COINBASE,BYBITSPOT,COINBASE,0,noon,-0.0001932620478266,0.0947128633805391,0.6616309941878419,simplified_placebo
19,20250901,COINBASE,BITGET,COINBASE,0,minus30m,7.44451248220227e-05,0.0982085712270205,0.535438952547786,simplified_placebo
19,20250901,COINBASE,BITGET,COINBASE,0,plus30m,0.0011394213872475,0.0585914576466218,0.497757501327977,simplified_placebo
19,20250901,COINBASE,BITGET,COINBASE,0,noon,-0.0004786028243462,-0.2739097634729776,0.3366370255533099,simplified_placebo
20,20250902,BINANCE,BINANCE,COINBASE,0,minus30m,0.0006229208885657,-0.1254772756276907,0.630057424563889,simplified_placebo
20,20250902,BINANCE,BINANCE,COINBASE,0,plus30m,0.0019414690509282,-0.0423104854128086,0.3517953951933821,simplified_placebo
20,20250902,BINANCE,BINANCE,COINBASE,0,noon,-0.0009330588440205,0.1202936050097454,0.4465922392408399,simplified_placebo
