event_id,date,venue_event,venue_i,venue_j,tsi_pre,tsi_post,delta_tsi,runlen_pre,runlen_post,n_pre,n_post,insufficient,notes
87,20250904,BYBITSPOT,BYBITSPOT,COINBASE,2.278968981782602,3.0643450836519204,-0.0527130001320968,23,24,63,47,False,
89,20250904,BYBITSPOT,BYBITSPOT,COINBASE,2.073559120086081,2.9320517147844165,0.1665008196797468,23,20,49,60,False,
89,20250904,BYBITSPOT,BITGET,BYBITSPOT,3.461034750360942,2.566558609087453,0.4975738396985809,18,26,49,59,False,
90,20250904,BYBITSPOT,BITGET,BYBITSPOT,3.6605888134107953,3.1853793896134883,0.1866725455971289,19,18,47,62,False,
91,20250904,BYBITSPOT,BYBITSPOT,COINBASE,1.8414135129372484,2.2018683406605115,0.448610705462487,16,23,48,62,False,
91,20250904,BYBITSPOT,BITGET,BYBITSPOT,2.1517887714230137,3.400687726664863,0.3004400114104675,17,24,48,55,False,
93,20250904,COINBASE,BITGET,COINBASE,2.24507968093072,2.5210941247138203,0.0442620662986613,16,24,49,53,False,
94,20250904,COINBASE,BYBITSPOT,COINBASE,2.379005232802225,2.947394606366919,0.4496701904935302,24,27,63,47,True,LOW_N_TSI
95,20250904,COINBASE,BYBITSPOT,COINBASE,2.7343719245599303,3.057857912608207,0.5623702941748021,20,24,49,61,True,LOW_N_TSI
96,20250904,COINBASE,BYBITSPOT,COINBASE,2.1888497346389704,2.2557598508732832,0.6910340155474908,23,18,49,61,True,LOW_N_TSI
97,20250904,COINBASE,COINBASE,BITGET,2.266936146723688,3.44238647052885,0.2501622465366024,15,20,49,55,False,
97,20250904,COINBASE,BITGET,COINBASE,2.420961485365403,2.181251653835431,0.4018541397487905,18,26,46,61,False,
101,20250905,BINANCE,BYBITSPOT,BINANCE,3.0264024251095365,2.549637282609523,0.0552136371359699,19,24,49,69,False,
103,20250905,BINANCE,BINANCE,COINBASE,3.1494855884394823,2.156509106284551,0.1610963814447202,24,25,45,66,False,
103,20250905,BINANCE,COINBASE,BINANCE,2.294041287750749,2.483487676473576,0.3044131026136886,20,18,42,63,False,
103,20250905,BINANCE,BINANCE,BYBITSPOT,2.7841450986425835,2.578219265332237,0.1474041402699974,21,25,47,66,False,
104,20250905,BINANCE,BINANCE,COINBASE,1.6698786100823542,2.441830261994228,0.4738364142777889,22,23,47,66,False,
104,20250905,BINANCE,COINBASE,BINANCE,2.805737718114889,3.300947886418228,0.0443429984373452,21,23,43,65,False,
104,20250905,BINANCE,BINANCE,BYBITSPOT,2.896401168434272,2.4757132156921906,0.2810277201135999,20,19,49,67,False,
105,20250905,BINANCE,BITGET,BINANCE,2.3562260972100595,1.9252138802193808,0.1538459389840435,18,25,48,53,False,
108,20250905,BITGET,COINBASE,BITGET,2.6554591082643384,3.4942286781557725,0.3635993145791626,23,27,49,68,False,
108,20250905,BITGET,BITGET,BYBITSPOT,3.3969441327793723,2.67046039815076,0.3849334143700686,16,21,45,56,True,LOW_N_TSI
109,20250905,BITGET,COINBASE,BITGET,3.1105412437762325,3.2931106350960606,0.3357223304267482,19,18,49,57,False,
110,20250905,BITGET,BYBITSPOT,BITGET,3.3799004327622337,4.501693529245426,0.5114278645315967,20,27,49,59,True,LOW_N_TSI
111,20250905,BITGET,BITGET,BYBITSPOT,2.554171476024177,2.17356496363003,0.5242193798820862,17,24,48,55,True,LOW_N_TSI
112,20250905,BITGET,BITGET,BINANCE,1.5048397723617524,2.820665311846944,0.1226915801734032,22,18,48,53,True,LOW_N_TSI
112,20250905,BITGET,BYBITSPOT,BITGET,2.789753125670717,2.2304226455096225,0.3239398090919828,24,25,47,54,True,LOW_N_TSI
113,20250905,BITGET,BITGET,COINBASE,2.906631068616329,2.848249358294118,0.1508812112097786,19,18,60,47,False,
113,20250905,BITGET,COINBASE,BITGET,1.9800583808548544,3.254360075365424,0.239768639105579,17,19,43,62,False,
115,20250905,BYBITSPOT,BYBITSPOT,BINANCE,2.8874971504009714,2.7185272875557374,0.5448610115342744,15,20,49,69,False,
115,20250905,BYBITSPOT,BYBITSPOT,COINBASE,2.2594102439969874,2.9340100614341726,0.2489644291590554,19,21,40,66,False,
115,20250905,BYBITSPOT,BITGET,BYBITSPOT,2.407403684511178,2.4946995381175743,-0.2219246352088263,18,21,45,56,False,
116,20250905,BYBITSPOT,COINBASE,BYBITSPOT,2.580483843872219,2.127791656147079,0.3120351832401425,16,25,43,57,False,
117,20250905,BYBITSPOT,BINANCE,BYBITSPOT,3.00026570332698,2.565230781227348,0.5329983217435339,19,26,47,66,False,
117,20250905,BYBITSPOT,BYBITSPOT,BITGET,1.7617095798837243,2.291275833781964,0.4693390463062131,23,25,49,59,False,
118,20250905,BYBITSPOT,BINANCE,BYBITSPOT,2.0707991501528595,3.6033763501866094,0.1444939450240989,20,25,49,67,False,
118,20250905,BYBITSPOT,BITGET,BYBITSPOT,2.1299897664006657,3.0976156062884703,0.3782486417632629,16,27,48,55,False,
119,20250905,BYBITSPOT,BYBITSPOT,BITGET,3.032356666295738,3.654095628951316,0.4395576080518159,21,19,47,54,False,
122,20250905,COINBASE,BYBITSPOT,COINBASE,2.5488464049129087,3.0369684692851195,0.3219446369328926,18,23,43,64,True,LOW_N_TSI
122,20250905,COINBASE,COINBASE,BITGET,2.753391102301148,2.7578213847969835,0.330637758100286,23,20,47,67,False,
123,20250905,COINBASE,COINBASE,BYBITSPOT,2.115026851552658,2.96054055540174,0.4036509362591283,18,20,43,57,True,LOW_N_TSI
123,20250905,COINBASE,COINBASE,BITGET,3.776399388432972,2.326646219804574,0.2196410511918724,21,24,49,57,False,
124,20250905,COINBASE,COINBASE,BINANCE,2.7175606114494126,2.28811211963886,-0.1904123570179824,16,25,42,63,True,LOW_N_TSI
124,20250905,COINBASE,BINANCE,COINBASE,2.2802624819728705,2.1902160449089765,0.2184152937010679,15,20,45,66,True,LOW_N_TSI
125,20250905,COINBASE,COINBASE,BINANCE,3.0091804154673683,1.947957663006064,0.2190744550126822,24,23,49,66,True,LOW_N_TSI
125,20250905,COINBASE,BITGET,COINBASE,2.303576749312825,2.572728477074055,-0.1039009705985222,20,24,44,57,False,
127,20250905,COINBASE,COINBASE,BYBITSPOT,2.101252075492165,2.4086150456949653,0.3783833995983401,15,19,60,49,True,LOW_N_TSI
128,20250906,BINANCE,BINANCE,BYBITSPOT,3.225338478416038,2.752711422499849,0.4554148202105315,17,21,45,70,False,
128,20250906,BINANCE,BINANCE,BITGET,3.2958545090932536,3.0818618557277,0.0141567382757419,20,24,48,54,False,
129,20250906,BINANCE,BINANCE,BITGET,3.0614480862974647,2.69018454598342,0.408470482047533,19,25,58,45,False,
130,20250906,BINANCE,BINANCE,BITGET,3.3993802723282425,3.2829114650168,0.4412933577673831,21,19,46,57,False,
132,20250906,BITGET,BINANCE,BITGET,2.018383926215578,2.2912254902063385,0.5301756524603969,15,22,48,54,True,LOW_N_TSI
132,20250906,BITGET,BYBITSPOT,BITGET,1.8140297240848675,3.4610130226961657,0.292143982083669,20,26,54,46,True,LOW_N_TSI
133,20250906,BITGET,BINANCE,BITGET,2.601883991954069,3.035508806392504,0.1253423336838886,22,24,58,45,True,LOW_N_TSI
133,20250906,BITGET,BYBITSPOT,BITGET,2.2688589599975586,2.698969673069305,0.3285858088507744,18,27,46,57,True,LOW_N_TSI
134,20250906,BITGET,BINANCE,BITGET,1.902121374395616,2.8486171276442,0.2529333583533735,19,18,46,57,True,LOW_N_TSI
134,20250906,BITGET,BITGET,COINBASE,2.6246586812153336,3.4524872363370225,0.4728395991299706,20,18,39,62,False,
136,20250906,BYBITSPOT,BINANCE,BYBITSPOT,2.6209225210325946,2.9784740405397288,0.6046041835935257,17,21,45,70,False,
136,20250906,BYBITSPOT,BYBITSPOT,COINBASE,2.424728888960057,3.2284106982437484,0.2100935417296539,16,25,48,52,False,
136,20250906,BYBITSPOT,BYBITSPOT,BITGET,2.614847124537917,2.6141251500427907,0.4458681343452318,16,25,54,46,False,
137,20250906,BYBITSPOT,BYBITSPOT,COINBASE,2.939539706272683,3.29389277554008,0.0974116669467465,18,18,52,48,False,
137,20250906,BYBITSPOT,BYBITSPOT,BITGET,2.866057425828048,3.4852497478754065,0.311124723536633,19,25,46,57,False,
139,20250906,BYBITSPOT,COINBASE,BYBITSPOT,2.533943084572207,2.9960492154507574,0.1967534738032775,24,22,47,56,False,
140,20250906,COINBASE,BYBITSPOT,COINBASE,2.977967356321136,3.814934548139295,0.6366330876841579,24,23,48,52,True,LOW_N_TSI
141,20250906,COINBASE,BYBITSPOT,COINBASE,2.634230591026268,2.886241915935127,0.7105871726482953,23,20,52,48,True,LOW_N_TSI
142,20250906,COINBASE,BITGET,COINBASE,2.1005410032942864,2.799948062116373,0.3314141548025312,23,22,39,62,False,
143,20250906,COINBASE,COINBASE,BINANCE,2.8109252405605374,3.071494202093296,0.2705989317914441,17,25,52,49,True,LOW_N_TSI
143,20250906,COINBASE,COINBASE,BYBITSPOT,2.5060721717890724,2.2451807964421464,0.4501362554297375,24,26,47,56,True,LOW_N_TSI
145,20250907,BINANCE,BINANCE,COINBASE,2.291100787119263,2.388365094906813,0.3494737159980208,20,20,41,73,False,
145,20250907,BINANCE,COINBASE,BINANCE,2.2330504067227817,3.281881971502313,0.3545261347134948,24,26,41,67,False,
147,20250907,BINANCE,BINANCE,COINBASE,2.369152880640798,3.245628087540173,0.0291530150136332,18,19,48,59,False,
157,20250907,COINBASE,COINBASE,BINANCE,2.7624564522299644,2.568378149705465,0.1135385276774673,16,18,41,67,True,LOW_N_TSI
157,20250907,COINBASE,BINANCE,COINBASE,2.652209775171484,2.05221371835419,0.3015895443319672,15,22,41,73,True,LOW_N_TSI
159,20250907,COINBASE,BINANCE,COINBASE,2.4070855866560232,3.661162644889776,0.1338703419550501,18,24,48,59,True,LOW_N_TSI
