event_id,date,venue_i,venue_j,delta_beta_ij,delta_beta_ji,symmetric,persist_pre15_post30,notes
44,20250902,BYBITSPOT,COINBASE,0.001703136859450091,0.001046979356774723,True,True,simplified_symmetry
44,20250902,COINBASE,BITGET,0.0011727892527501264,0.0013528368568692974,True,False,simplified_symmetry
44,20250902,BITGET,COINBASE,0.0018738692629623516,0.000882385188315086,False,True,simplified_symmetry
45,20250902,COINBASE,BINANCE,0.0009535208820780554,0.0012090209234532987,True,True,simplified_symmetry
45,20250902,BINANCE,COINBASE,8.144957071020624e-05,0.001758280160508886,True,False,simplified_symmetry
45,20250902,COINBASE,BYBITSPOT,0.0014183345082397973,0.000981837285566384,True,False,simplified_symmetry
45,20250902,BYBITSPOT,COINBASE,0.0009884502511543149,0.0007263585334058674,True,True,simplified_symmetry
45,20250902,COINBASE,BITGET,0.0006018816592024931,0.000699443593358231,True,False,simplified_symmetry
45,20250902,BITGET,COINBASE,0.0019035083458127963,0.0013197989426131432,True,True,simplified_symmetry
46,20250902,COINBASE,BINANCE,0.0011960644800525,0.0004570126475801395,True,True,simplified_symmetry
46,20250902,BINANCE,COINBASE,0.00025852169603804464,0.0013543425406212727,True,True,simplified_symmetry
46,20250902,COINBASE,BYBITSPOT,0.00026306826082429433,0.0006623889497677994,True,False,simplified_symmetry
46,20250902,BYBITSPOT,COINBASE,0.0011568357453468927,0.0005655157243003839,False,False,simplified_symmetry
46,20250902,COINBASE,BITGET,0.0015225968304313435,0.0018230038408389672,True,False,simplified_symmetry
46,20250902,BITGET,COINBASE,0.0012835377591413108,0.0015819355050619068,True,True,simplified_symmetry
47,20250902,COINBASE,BINANCE,0.0005855253351147001,0.001603264219295422,True,False,simplified_symmetry
47,20250902,BINANCE,COINBASE,0.0007731149946826986,0.0019067949987506987,True,True,simplified_symmetry
47,20250902,COINBASE,BYBITSPOT,0.00028161932698127527,0.0014557412793970584,True,True,simplified_symmetry
47,20250902,BYBITSPOT,COINBASE,0.001121843436212416,0.0016294021617782825,True,False,simplified_symmetry
47,20250902,COINBASE,BITGET,0.0010052051387988718,0.0013813107468433135,True,True,simplified_symmetry
47,20250902,BITGET,COINBASE,-6.266298924112045e-05,0.0012656223480873032,True,True,simplified_symmetry
48,20250902,COINBASE,BINANCE,0.00020163546772140244,0.0007274818331790564,True,True,simplified_symmetry
48,20250902,BINANCE,COINBASE,0.0008937301177052388,0.0015435441619672027,True,False,simplified_symmetry
48,20250902,COINBASE,BYBITSPOT,0.0006875074833438734,0.0018967429583461193,False,False,simplified_symmetry
48,20250902,BYBITSPOT,COINBASE,0.0011177511716929486,0.0011461857770780723,False,True,simplified_symmetry
48,20250902,COINBASE,BITGET,0.0004341302639527178,0.001103622630459926,True,False,simplified_symmetry
48,20250902,BITGET,COINBASE,0.00026370847774360366,0.0005714758027923882,True,True,simplified_symmetry
49,20250902,COINBASE,BINANCE,0.0003074447039637232,0.0014483914403446883,True,True,simplified_symmetry
49,20250902,BINANCE,COINBASE,0.0015331936902569392,0.0012111407768912656,True,True,simplified_symmetry
49,20250902,COINBASE,BYBITSPOT,0.0005403131296433921,0.0012162880398238394,True,True,simplified_symmetry
49,20250902,BYBITSPOT,COINBASE,0.0011730907336208558,0.0005139901312027598,True,True,simplified_symmetry
49,20250902,COINBASE,BITGET,0.0013893413982882959,0.0015375680214236675,True,False,simplified_symmetry
49,20250902,BITGET,COINBASE,0.0010346845543033082,0.001185560382317773,True,True,simplified_symmetry
50,20250902,COINBASE,BINANCE,0.0011955551648906385,-0.00045991898996599104,True,True,simplified_symmetry
50,20250902,BINANCE,COINBASE,0.0020281344001241257,0.001100420396845971,False,True,simplified_symmetry
50,20250902,COINBASE,BYBITSPOT,0.0009391600492409805,0.00028113535428708563,True,True,simplified_symmetry
50,20250902,BYBITSPOT,COINBASE,0.0008271604822419103,0.001463869949957995,False,True,simplified_symmetry
50,20250902,COINBASE,BITGET,0.0001438198455123396,0.0008221570694668831,False,True,simplified_symmetry
50,20250902,BITGET,COINBASE,0.0005300272948447668,0.0012135390524477306,False,True,simplified_symmetry
51,20250902,COINBASE,BINANCE,0.00032019842510538086,0.0005274309260374708,True,False,simplified_symmetry
51,20250902,BINANCE,COINBASE,0.0008039180180555693,0.00017428861583048219,False,False,simplified_symmetry
51,20250902,COINBASE,BYBITSPOT,1.566271418874921e-05,0.0009400359977328656,True,True,simplified_symmetry
51,20250902,BYBITSPOT,COINBASE,0.001057223864181286,0.0017231126027181282,False,True,simplified_symmetry
51,20250902,COINBASE,BITGET,0.0004892918207501471,0.0007579157174428231,False,False,simplified_symmetry
51,20250902,BITGET,COINBASE,0.0007672132645068589,0.0018605013650226541,False,False,simplified_symmetry
52,20250903,BINANCE,COINBASE,0.0015764597288263108,0.0008529145060480937,True,True,simplified_symmetry
52,20250903,COINBASE,BINANCE,0.001418864288278786,0.0011168643394879334,True,False,simplified_symmetry
52,20250903,BINANCE,BYBITSPOT,0.0007377947585990468,0.0012604052412916282,True,True,simplified_symmetry
52,20250903,BYBITSPOT,BINANCE,0.00035481639177259493,0.0013025826367089016,True,True,simplified_symmetry
52,20250903,BINANCE,BITGET,0.001116540964155153,0.0021642396661234256,True,True,simplified_symmetry
52,20250903,BITGET,BINANCE,0.0006387563389439483,0.0015260782547955054,True,True,simplified_symmetry
53,20250903,BINANCE,COINBASE,0.0004744005966454334,0.0012329178364143979,True,False,simplified_symmetry
53,20250903,COINBASE,BINANCE,0.002266768683398117,0.0016642788300313674,True,False,simplified_symmetry
53,20250903,BINANCE,BYBITSPOT,0.00035019832644478453,0.0013594299210314853,True,True,simplified_symmetry
53,20250903,BYBITSPOT,BINANCE,0.0011183172880478247,0.0013482298370684294,False,True,simplified_symmetry
53,20250903,BINANCE,BITGET,0.00023830080670543844,0.0012808329878275944,False,False,simplified_symmetry
53,20250903,BITGET,BINANCE,0.00046461059603857013,0.0006511099638784791,False,True,simplified_symmetry
54,20250903,BINANCE,COINBASE,0.0004422399731815644,0.0005037593166555196,True,False,simplified_symmetry
54,20250903,COINBASE,BINANCE,0.001349994634535328,0.0011015131488794029,False,True,simplified_symmetry
54,20250903,BINANCE,BYBITSPOT,0.0015314321972713033,0.0015351219405671784,False,False,simplified_symmetry
54,20250903,BYBITSPOT,BINANCE,0.0007642426552554352,0.0019361195839316335,True,True,simplified_symmetry
54,20250903,BINANCE,BITGET,0.0008835539502093466,0.0009204535592791268,False,True,simplified_symmetry
54,20250903,BITGET,BINANCE,0.0001139554979876161,0.00041915777392638877,False,True,simplified_symmetry
55,20250903,BINANCE,COINBASE,0.0012201034570192885,0.0008938692945336107,False,True,simplified_symmetry
55,20250903,COINBASE,BINANCE,0.0020409768097950625,0.0005995672994263332,False,True,simplified_symmetry
55,20250903,BINANCE,BYBITSPOT,0.0002885554687977283,0.0004962267759836398,True,True,simplified_symmetry
55,20250903,BYBITSPOT,BINANCE,0.0006937647781027375,0.0007608639714341721,True,True,simplified_symmetry
55,20250903,BINANCE,BITGET,0.0006168242798185706,0.0005901898137292931,True,False,simplified_symmetry
55,20250903,BITGET,BINANCE,0.001449673326242551,0.001295249586658608,False,False,simplified_symmetry
56,20250903,BINANCE,COINBASE,0.0025050132770315005,0.0006731960358362331,False,False,simplified_symmetry
56,20250903,COINBASE,BINANCE,0.0003258037797507404,0.0006588250043889526,True,True,simplified_symmetry
56,20250903,BINANCE,BYBITSPOT,0.0008533801099251939,0.0004913263173273674,True,True,simplified_symmetry
56,20250903,BYBITSPOT,BINANCE,0.0008729063542671564,0.0013506342310070207,True,True,simplified_symmetry
56,20250903,BINANCE,BITGET,0.001472986118167256,0.00043663660826982493,True,True,simplified_symmetry
56,20250903,BITGET,BINANCE,0.0015829782249418647,0.0008699166979443989,True,True,simplified_symmetry
57,20250903,BITGET,BINANCE,0.0008144171533203603,-7.0652226103328376e-06,True,False,simplified_symmetry
57,20250903,BINANCE,BITGET,0.0008071204535453908,0.0010123172122689214,True,False,simplified_symmetry
57,20250903,BITGET,COINBASE,0.0009726639330716985,0.0003583270437546121,False,True,simplified_symmetry
57,20250903,COINBASE,BITGET,0.0017465924897458994,0.0018522253073950314,True,True,simplified_symmetry
57,20250903,BITGET,BYBITSPOT,0.001139196676050339,0.0004869050064815802,True,True,simplified_symmetry
57,20250903,BYBITSPOT,BITGET,0.001016879879423442,0.0011222298032688939,True,True,simplified_symmetry
58,20250903,BITGET,BINANCE,0.0016132218020051797,0.0012828594438001107,True,False,simplified_symmetry
58,20250903,BINANCE,BITGET,0.0016644459113001175,0.0007357771838444173,True,True,simplified_symmetry
58,20250903,BITGET,COINBASE,0.00019287408324206667,0.0011802792456340645,True,False,simplified_symmetry
58,20250903,COINBASE,BITGET,0.0009142985381860585,0.0014493945236448333,False,False,simplified_symmetry
58,20250903,BITGET,BYBITSPOT,0.001021285005377842,0.0014984887375182952,True,True,simplified_symmetry
58,20250903,BYBITSPOT,BITGET,0.0012046809956711368,0.0012732804680912887,False,False,simplified_symmetry
59,20250903,BITGET,BINANCE,0.0008318404668462112,-0.00014725327391793648,True,False,simplified_symmetry
59,20250903,BINANCE,BITGET,0.0011775601431843145,0.0014251390348847014,True,False,simplified_symmetry
59,20250903,BITGET,COINBASE,0.0011767283091652374,0.0007848987179734975,True,False,simplified_symmetry
59,20250903,COINBASE,BITGET,0.0014277567714897645,0.0013960795969529425,False,False,simplified_symmetry
59,20250903,BITGET,BYBITSPOT,0.0010148488756715878,0.0015503290019176312,True,True,simplified_symmetry
59,20250903,BYBITSPOT,BITGET,5.183472408187514e-05,0.0008316697556578664,True,False,simplified_symmetry
60,20250903,BITGET,BINANCE,0.0012301430242681482,0.0010441335124574463,False,False,simplified_symmetry
60,20250903,BINANCE,BITGET,0.0017166686493825139,0.0014510103270721538,True,True,simplified_symmetry
60,20250903,BITGET,COINBASE,0.0015922381876142602,0.0005249697835502015,True,False,simplified_symmetry
60,20250903,COINBASE,BITGET,0.001211310638833827,0.0007198668179306893,False,False,simplified_symmetry
60,20250903,BITGET,BYBITSPOT,0.0005032992544169715,0.001551012851369533,False,True,simplified_symmetry
60,20250903,BYBITSPOT,BITGET,0.0011844726442877156,0.0017294228052742997,False,False,simplified_symmetry
61,20250903,BITGET,BINANCE,0.0007777795695986538,0.001489729786173483,False,False,simplified_symmetry
61,20250903,BINANCE,BITGET,0.0015138548111438789,0.0006268363303325385,True,True,simplified_symmetry
61,20250903,BITGET,COINBASE,0.0013302443410998235,0.0012386085465233589,False,False,simplified_symmetry
61,20250903,COINBASE,BITGET,0.0011350149417218643,0.0014923034378714365,False,True,simplified_symmetry
61,20250903,BITGET,BYBITSPOT,1.1284950423959446e-05,0.0013315566450768732,True,False,simplified_symmetry
61,20250903,BYBITSPOT,BITGET,0.0006790843847011604,0.0008854175583539751,False,True,simplified_symmetry
62,20250903,BYBITSPOT,BINANCE,0.0008434235306258277,0.0003852411860441648,True,True,simplified_symmetry
62,20250903,BINANCE,BYBITSPOT,0.0007596727298725115,0.00044234101031896927,False,True,simplified_symmetry
62,20250903,BYBITSPOT,COINBASE,-0.00036388393171953937,0.0006668819283196198,False,False,simplified_symmetry
62,20250903,COINBASE,BYBITSPOT,0.000437247126892986,0.0013639134906245278,True,True,simplified_symmetry
62,20250903,BYBITSPOT,BITGET,0.0006872423878817426,0.0014290231901595736,True,False,simplified_symmetry
62,20250903,BITGET,BYBITSPOT,0.0010387538575805247,0.001244670347934899,True,True,simplified_symmetry
63,20250903,BYBITSPOT,BINANCE,0.0008819628489739392,0.0004079904888844387,True,False,simplified_symmetry
63,20250903,BINANCE,BYBITSPOT,0.0009424246800319116,0.0020558049930128955,False,True,simplified_symmetry
63,20250903,BYBITSPOT,COINBASE,0.00177507198917391,0.0009660540237849535,False,True,simplified_symmetry
63,20250903,COINBASE,BYBITSPOT,0.0006482153869230173,0.0008191656617481387,True,False,simplified_symmetry
63,20250903,BYBITSPOT,BITGET,0.0011916249118536408,0.001359488962696099,False,False,simplified_symmetry
63,20250903,BITGET,BYBITSPOT,0.0019604393185690024,0.0006480522708947891,False,False,simplified_symmetry
64,20250903,BYBITSPOT,BINANCE,0.0006992592766122186,0.0008913036045801559,True,True,simplified_symmetry
64,20250903,BINANCE,BYBITSPOT,0.0006667718631375699,0.0005937863642311899,False,True,simplified_symmetry
64,20250903,BYBITSPOT,COINBASE,0.0018986482055620402,0.001099034192564495,True,False,simplified_symmetry
64,20250903,COINBASE,BYBITSPOT,0.0012256030788680265,0.0007017024869834911,True,True,simplified_symmetry
64,20250903,BYBITSPOT,BITGET,-0.00024221228327074703,0.0018036569528477727,True,True,simplified_symmetry
64,20250903,BITGET,BYBITSPOT,0.0007971896776775793,0.00039390835044548524,False,False,simplified_symmetry
65,20250903,BYBITSPOT,BINANCE,0.0009731112542505913,0.0014225656010944175,False,True,simplified_symmetry
65,20250903,BINANCE,BYBITSPOT,0.0005983605144449817,-0.00012070060951597443,True,False,simplified_symmetry
65,20250903,BYBITSPOT,COINBASE,0.0007572593099872272,0.000782068859499058,False,True,simplified_symmetry
65,20250903,COINBASE,BYBITSPOT,0.0011645022980621756,0.0015581403565173495,True,True,simplified_symmetry
65,20250903,BYBITSPOT,BITGET,0.0016947846196074408,0.0007646737347773868,True,False,simplified_symmetry
65,20250903,BITGET,BYBITSPOT,0.0005101553057544121,0.0009397143703761689,True,False,simplified_symmetry
66,20250903,BYBITSPOT,BINANCE,0.000404416605447435,0.0010756454110895397,True,True,simplified_symmetry
66,20250903,BINANCE,BYBITSPOT,0.0013543051682409037,0.0001990142735707152,False,True,simplified_symmetry
66,20250903,BYBITSPOT,COINBASE,0.0014585024927908127,0.000796753678518287,True,True,simplified_symmetry
66,20250903,COINBASE,BYBITSPOT,0.0010892645652247875,0.0003796500296418461,True,True,simplified_symmetry
66,20250903,BYBITSPOT,BITGET,0.0010597198193009073,0.0009035098831011308,False,False,simplified_symmetry
66,20250903,BITGET,BYBITSPOT,0.0013401375907120287,0.0008135497416125748,True,True,simplified_symmetry
67,20250903,COINBASE,BINANCE,0.0014916267818355924,0.0006485765614274342,True,True,simplified_symmetry
67,20250903,BINANCE,COINBASE,0.0005450430245485634,0.0007262285687584014,False,True,simplified_symmetry
67,20250903,COINBASE,BYBITSPOT,0.0012385929530616038,0.0014255283083321115,True,False,simplified_symmetry
67,20250903,BYBITSPOT,COINBASE,0.0011893571566407566,0.0010589581778875253,False,False,simplified_symmetry
67,20250903,COINBASE,BITGET,0.0008619875618043369,0.0008806795978977864,False,True,simplified_symmetry
67,20250903,BITGET,COINBASE,0.0013290297283847941,0.0007755171271598565,True,True,simplified_symmetry
68,20250903,COINBASE,BINANCE,0.000935254095936912,0.0008716581186930692,True,False,simplified_symmetry
68,20250903,BINANCE,COINBASE,0.0012076458490072903,0.001085825120364484,False,True,simplified_symmetry
68,20250903,COINBASE,BYBITSPOT,0.0007732565022079994,0.0012597865239341447,True,True,simplified_symmetry
68,20250903,BYBITSPOT,COINBASE,0.0012794570404033793,0.0009018461455678367,True,True,simplified_symmetry
68,20250903,COINBASE,BITGET,0.0014094584623890736,0.001100622759900168,True,True,simplified_symmetry
68,20250903,BITGET,COINBASE,0.0014404521816520435,-0.00036773990276831254,True,True,simplified_symmetry
69,20250903,COINBASE,BINANCE,0.0005701978368288282,0.0003048082204582226,False,False,simplified_symmetry
69,20250903,BINANCE,COINBASE,0.0006266003711575322,0.0007162482750765534,True,True,simplified_symmetry
69,20250903,COINBASE,BYBITSPOT,0.0011537772039983086,0.000531443994272439,True,True,simplified_symmetry
69,20250903,BYBITSPOT,COINBASE,0.0009316328560303779,0.001552403821077184,True,True,simplified_symmetry
69,20250903,COINBASE,BITGET,0.0009723652282602656,0.0007391935214805979,True,False,simplified_symmetry
69,20250903,BITGET,COINBASE,0.001768209838659095,0.0005240969659793108,True,True,simplified_symmetry
70,20250903,COINBASE,BINANCE,0.00041052209933294234,0.0008107382467278429,False,True,simplified_symmetry
70,20250903,BINANCE,COINBASE,0.0022774602330402796,0.0023528262386926574,True,False,simplified_symmetry
70,20250903,COINBASE,BYBITSPOT,0.0019391659031577461,0.0010744797807434152,False,True,simplified_symmetry
70,20250903,BYBITSPOT,COINBASE,0.0010215212889269,0.0007560148425830262,False,True,simplified_symmetry
70,20250903,COINBASE,BITGET,0.0007463283994530316,0.00069034111829706,True,True,simplified_symmetry
70,20250903,BITGET,COINBASE,0.0015026188662431096,0.0006574017595432192,True,False,simplified_symmetry
71,20250903,COINBASE,BINANCE,0.0005279400193535499,0.0008942451997974251,True,True,simplified_symmetry
71,20250903,BINANCE,COINBASE,0.0014781916879967173,0.0017549338202137608,True,True,simplified_symmetry
71,20250903,COINBASE,BYBITSPOT,0.0011262659460393929,0.0003268304189186752,True,True,simplified_symmetry
71,20250903,BYBITSPOT,COINBASE,0.0015863823985256941,0.0016818527690375096,True,False,simplified_symmetry
71,20250903,COINBASE,BITGET,0.0008769206973804664,0.0016437136311139898,True,True,simplified_symmetry
71,20250903,BITGET,COINBASE,0.0007755675614175207,0.0006762992616275274,True,True,simplified_symmetry
72,20250904,BINANCE,COINBASE,0.001572303732771215,0.000867847838837161,True,False,simplified_symmetry
72,20250904,COINBASE,BINANCE,0.000618614468836675,0.0012835772132832083,True,True,simplified_symmetry
72,20250904,BINANCE,BYBITSPOT,0.0018316874749536014,0.0012596102735525844,True,True,simplified_symmetry
72,20250904,BYBITSPOT,BINANCE,0.001262465931578861,0.0014356315663194557,False,False,simplified_symmetry
72,20250904,BINANCE,BITGET,0.0003239230759610799,0.0010294023509588033,False,True,simplified_symmetry
72,20250904,BITGET,BINANCE,0.0010440634075717904,0.0014979995830876817,True,True,simplified_symmetry
73,20250904,BINANCE,COINBASE,0.0012420925577728702,0.0012339445222404538,False,True,simplified_symmetry
73,20250904,COINBASE,BINANCE,0.0005693057892448282,0.001076395427167748,True,True,simplified_symmetry
73,20250904,BINANCE,BYBITSPOT,0.0008067129489719738,0.0007244165300493427,True,True,simplified_symmetry
73,20250904,BYBITSPOT,BINANCE,-0.00014885216774935942,0.0014171179635422816,False,False,simplified_symmetry
73,20250904,BINANCE,BITGET,0.0012769078248743326,0.0004032199710649867,False,False,simplified_symmetry
73,20250904,BITGET,BINANCE,0.0001632313836611712,0.0014666238485031926,True,True,simplified_symmetry
74,20250904,BINANCE,COINBASE,0.0003272402416282361,0.00037249972769898005,False,True,simplified_symmetry
74,20250904,COINBASE,BINANCE,0.0013748334427058128,0.0015766095269416913,False,True,simplified_symmetry
74,20250904,BINANCE,BYBITSPOT,0.0006618511826907817,0.0007859518455595732,True,False,simplified_symmetry
74,20250904,BYBITSPOT,BINANCE,0.0013562743394728786,0.0007738850727886431,True,False,simplified_symmetry
74,20250904,BINANCE,BITGET,0.0011347612679519278,0.0019292852853239582,False,False,simplified_symmetry
74,20250904,BITGET,BINANCE,0.00022228063580669749,0.0003966271919302592,True,True,simplified_symmetry
75,20250904,BINANCE,COINBASE,0.0006983218504895038,0.0011899569592937205,False,True,simplified_symmetry
75,20250904,COINBASE,BINANCE,0.0003628816340022341,0.0003222893900186554,True,True,simplified_symmetry
75,20250904,BINANCE,BYBITSPOT,0.00027043419340350204,0.0007218825606269999,True,False,simplified_symmetry
75,20250904,BYBITSPOT,BINANCE,0.0016490615663324248,0.0005794957745144468,True,True,simplified_symmetry
75,20250904,BINANCE,BITGET,0.0005422754660631872,0.0019565968247204557,False,False,simplified_symmetry
75,20250904,BITGET,BINANCE,0.0009217390089227784,0.001538945682894087,True,True,simplified_symmetry
76,20250904,BINANCE,COINBASE,0.000494451651530685,0.001479749007203734,False,True,simplified_symmetry
76,20250904,COINBASE,BINANCE,0.0001483369631921132,0.0008247184526380036,True,True,simplified_symmetry
76,20250904,BINANCE,BYBITSPOT,0.0020971534188698507,0.0006781962411999594,False,True,simplified_symmetry
76,20250904,BYBITSPOT,BINANCE,0.0006219494461616854,0.00026984944690343707,True,True,simplified_symmetry
76,20250904,BINANCE,BITGET,0.0010815505524484508,0.0006709587841072581,False,False,simplified_symmetry
76,20250904,BITGET,BINANCE,0.0006733473384427544,0.0008791635879200233,False,True,simplified_symmetry
77,20250904,BINANCE,COINBASE,0.0016993963824605538,0.0018169818700432643,False,False,simplified_symmetry
77,20250904,COINBASE,BINANCE,0.0008287620134068356,0.0006492368353315643,False,False,simplified_symmetry
77,20250904,BINANCE,BYBITSPOT,0.0012392175284240184,0.0005291391390931923,True,False,simplified_symmetry
77,20250904,BYBITSPOT,BINANCE,0.0010837717469341862,0.0009835761378206805,True,False,simplified_symmetry
77,20250904,BINANCE,BITGET,0.0015665875221111993,0.0006637799192516676,True,True,simplified_symmetry
77,20250904,BITGET,BINANCE,0.0007270009183387664,0.0010336889987100665,True,True,simplified_symmetry
78,20250904,BINANCE,COINBASE,0.0017984591737126565,0.000867265214524598,True,False,simplified_symmetry
78,20250904,COINBASE,BINANCE,6.804503149462036e-05,0.0012036485041756202,True,False,simplified_symmetry
78,20250904,BINANCE,BYBITSPOT,0.0005848325241894822,0.0012674131910769926,True,False,simplified_symmetry
78,20250904,BYBITSPOT,BINANCE,0.00032097026684684037,0.0008178335954549966,False,True,simplified_symmetry
78,20250904,BINANCE,BITGET,0.001049393730646631,0.0012324529120534915,True,True,simplified_symmetry
78,20250904,BITGET,BINANCE,0.0010180614643089953,0.0008653119702619388,False,True,simplified_symmetry
79,20250904,BITGET,BINANCE,0.0017399902276916375,0.001585485466178291,False,False,simplified_symmetry
79,20250904,BINANCE,BITGET,0.0014817584164906574,0.0012507976415111158,False,False,simplified_symmetry
79,20250904,BITGET,COINBASE,0.001462655374770212,0.001210620549221376,True,False,simplified_symmetry
79,20250904,COINBASE,BITGET,0.00019228835724821266,0.0010764370547510353,True,True,simplified_symmetry
79,20250904,BITGET,BYBITSPOT,0.0012555800039863582,0.0020737928455124297,True,True,simplified_symmetry
79,20250904,BYBITSPOT,BITGET,0.000455649072848659,0.0012013306709525815,True,False,simplified_symmetry
80,20250904,BITGET,BINANCE,0.0014026115934419772,0.00031401588541151045,True,True,simplified_symmetry
80,20250904,BINANCE,BITGET,0.0012878688739192267,0.0010012731303527846,True,True,simplified_symmetry
80,20250904,BITGET,COINBASE,0.0011895157906860146,0.001499767781354605,True,False,simplified_symmetry
80,20250904,COINBASE,BITGET,0.0010457185970882443,0.0010223301044522595,True,True,simplified_symmetry
80,20250904,BITGET,BYBITSPOT,0.000713305514724618,0.0008736532019028398,True,True,simplified_symmetry
80,20250904,BYBITSPOT,BITGET,0.0005687863602197424,0.0015659262489105957,True,False,simplified_symmetry
81,20250904,BITGET,BINANCE,0.0012714157975151795,0.0013142233467802725,True,False,simplified_symmetry
81,20250904,BINANCE,BITGET,0.0009754029870628436,0.0007970177441777508,True,False,simplified_symmetry
81,20250904,BITGET,COINBASE,0.0018134123500105422,0.0007797045891690371,False,False,simplified_symmetry
81,20250904,COINBASE,BITGET,0.0012680665561093985,0.000912004165085126,True,False,simplified_symmetry
81,20250904,BITGET,BYBITSPOT,0.0015684381677483845,0.0004887885820927404,False,True,simplified_symmetry
81,20250904,BYBITSPOT,BITGET,0.0016584979363989752,0.0016074571236078723,True,True,simplified_symmetry
82,20250904,BITGET,BINANCE,0.001606622361206961,0.0008342257411698202,False,True,simplified_symmetry
82,20250904,BINANCE,BITGET,0.0006185453458954986,0.0016202533584024261,True,True,simplified_symmetry
82,20250904,BITGET,COINBASE,-0.00021182077545442348,0.0015785846146681307,True,False,simplified_symmetry
82,20250904,COINBASE,BITGET,0.001275695557440479,0.0011598858255229749,True,False,simplified_symmetry
82,20250904,BITGET,BYBITSPOT,0.001993141453987616,0.0005945712425315553,False,True,simplified_symmetry
82,20250904,BYBITSPOT,BITGET,0.00015469004419526471,0.0005592890472957405,True,False,simplified_symmetry
83,20250904,BITGET,BINANCE,0.001153263977771289,0.0014728953059972415,True,False,simplified_symmetry
83,20250904,BINANCE,BITGET,0.0009772908710969563,0.0006865829189189069,True,False,simplified_symmetry
83,20250904,BITGET,COINBASE,0.0009260773803528962,0.0008851356195681048,True,False,simplified_symmetry
83,20250904,COINBASE,BITGET,0.0018107120838743247,0.001465865804067193,True,True,simplified_symmetry
83,20250904,BITGET,BYBITSPOT,0.0011879874802778465,0.0012484976353741395,False,True,simplified_symmetry
83,20250904,BYBITSPOT,BITGET,0.0005456251180736997,0.0008830763986432139,True,True,simplified_symmetry
84,20250904,BITGET,BINANCE,0.0008841824324378985,0.00054850752365826,False,False,simplified_symmetry
84,20250904,BINANCE,BITGET,0.0016239985422096064,0.0011561334256054807,True,True,simplified_symmetry
84,20250904,BITGET,COINBASE,0.0009000089321424242,0.0006564074253124995,True,False,simplified_symmetry
84,20250904,COINBASE,BITGET,0.001187923527979578,0.001063773868049522,True,True,simplified_symmetry
84,20250904,BITGET,BYBITSPOT,-7.29173379227727e-05,0.0012951678571675453,True,False,simplified_symmetry
84,20250904,BYBITSPOT,BITGET,0.0011505429222417043,0.0022543704037171455,True,True,simplified_symmetry
85,20250904,BITGET,BINANCE,0.002324771773001894,0.0010532711542697744,False,True,simplified_symmetry
85,20250904,BINANCE,BITGET,0.0010642183969701248,0.0011873516325974728,True,False,simplified_symmetry
85,20250904,BITGET,COINBASE,0.0002352750209898178,0.0005769032667693308,True,True,simplified_symmetry
85,20250904,COINBASE,BITGET,0.00092711633505925,0.0010410129859426392,False,True,simplified_symmetry
85,20250904,BITGET,BYBITSPOT,0.00168778127820052,0.0015294776751513875,True,False,simplified_symmetry
85,20250904,BYBITSPOT,BITGET,0.0015535120295870398,0.0012354585685132714,True,True,simplified_symmetry
86,20250904,BYBITSPOT,BINANCE,0.0014326208780260175,0.001578237855071383,False,False,simplified_symmetry
86,20250904,BINANCE,BYBITSPOT,0.0016901661179098966,0.0012802542925352837,False,True,simplified_symmetry
86,20250904,BYBITSPOT,COINBASE,0.0008210676912944676,0.0004864516229144887,True,True,simplified_symmetry
86,20250904,COINBASE,BYBITSPOT,0.0009609820442431273,0.0010622940496733736,True,False,simplified_symmetry
86,20250904,BYBITSPOT,BITGET,0.000974101131566107,0.0014622513210994523,True,False,simplified_symmetry
86,20250904,BITGET,BYBITSPOT,0.0008187967407649616,0.0007119400083197626,True,False,simplified_symmetry
87,20250904,BYBITSPOT,BINANCE,0.000436221166252729,0.001595705035267823,True,False,simplified_symmetry
87,20250904,BINANCE,BYBITSPOT,0.0016579995457111551,0.0003280437988478904,True,False,simplified_symmetry
87,20250904,BYBITSPOT,COINBASE,0.0007769112016883193,0.0005361544916850085,True,False,simplified_symmetry
87,20250904,COINBASE,BYBITSPOT,0.0018362309931908242,0.0011580787666826279,True,False,simplified_symmetry
87,20250904,BYBITSPOT,BITGET,0.0020181903927667206,0.00013704507925529853,True,True,simplified_symmetry
87,20250904,BITGET,BYBITSPOT,0.0006729015403420277,0.0006626119902882361,True,True,simplified_symmetry
88,20250904,BYBITSPOT,BINANCE,0.000759318734738675,0.0009247851353796556,True,True,simplified_symmetry
88,20250904,BINANCE,BYBITSPOT,0.000643818153522698,0.0014151333833762113,True,False,simplified_symmetry
88,20250904,BYBITSPOT,COINBASE,0.0009665248890299569,0.0011666160092682113,True,False,simplified_symmetry
88,20250904,COINBASE,BYBITSPOT,0.00088797336828213,0.0008074229576474585,True,True,simplified_symmetry
88,20250904,BYBITSPOT,BITGET,0.0008812011700265866,0.001400010905519762,False,True,simplified_symmetry
88,20250904,BITGET,BYBITSPOT,0.0011810203386683799,0.00110564210730474,True,True,simplified_symmetry
89,20250904,BYBITSPOT,BINANCE,0.0012263636611400276,0.0002861576508899499,False,False,simplified_symmetry
89,20250904,BINANCE,BYBITSPOT,0.0017710789861747405,0.0011055820237856587,True,True,simplified_symmetry
89,20250904,BYBITSPOT,COINBASE,0.0016794750158752117,0.000571238453963536,True,False,simplified_symmetry
